,word,lemma
0,October,octob
1,difficult,difficult
2,month,month
3,Three,three
4,years,year
5,ago,ago
6,Nan,nan
7,died,die
8,Friday,friday
9,thirteenth,thirteenth
10,She,she
11,sleep,sleep
12,sat,sat
13,take,take
14,nap,nap
15,middle,middl
16,day,day
17,daughter,daughter
18,came,came
19,home,home
20,work,work
21,discovered,discov
22,mother,mother
23,longer,longer
24,among,among
25,living,live
26,The,the
27,funeral,funer
28,took,took
29,place,place
30,would,would
31,otherwise,otherwis
32,gorgeous,gorgeou
33,autumn,autumn
34,afternoon,afternoon
35,As,As
36,I,I
37,watched,watch
38,casket,casket
39,lowered,lower
40,ground,ground
41,could,could
42,help,help
43,ponder,ponder
44,irony,ironi
45,burying,buri
46,grandmother,grandmoth
47,spiritual,spiritu
48,rock,rock
49,one,one
50,A,A
51,couple,coupl
52,later,later
53,family,famili
54,buried,buri
55,beloved,belov
56,pet,pet
57,Freckles,freckl
58,lost,lost
59,brief,brief
60,yet,yet
61,painful,pain
62,battle,battl
63,liver,liver
64,disease,diseas
65,ailment,ailment
66,common,common
67,amongst,amongst
68,male,male
69,cocker,cocker
70,spaniels,spaniel
71,It,It
72,happened,happen
73,fast,fast
74,never,never
75,forget,forget
76,calling,call
77,tearfully,tear
78,telling,tell
79,passing,pass
80,loved,love
81,dog,dog
82,seems,seem
83,much,much
84,pain,pain
85,life,life
86,Sometimes,sometim
87,want,want
88,wail,wail
89,Godde,godd
90,know,know
91,power,power
92,cease,ceas
93,world,world
94,suffering,suffer
95,sadness,sad
96,Then,then
97,moments,moment
98,growing,grow
99,stronger,stronger
100,endure,endur
101,times,time
102,fall,fall
103,perfect,perfect
104,time,time
105,year,year
106,reflect,reflect
107,strength,strength
108,In,In
109,tradition,tradit
110,Celts,celt
111,season,season
112,become,becom
113,personal,person
114,New,new
115,Year,year
116,celebration,celebr
117,use,use
118,focus,focu
119,goals,goal
120,especially,especi
121,since,sinc
122,habit,habit
123,getting,get
124,distracted,distract
125,summer,summer
126,This,thi
127,pay,pay
128,homage,homag
129,individuals,individu
130,passed,pass
131,veil,veil
132,miss,miss
133,There,there
134,still,still
135,days,day
136,feel,feel
137,overwhelming,overwhelm
138,need,need
139,hear,hear
140,voice,voic
141,phone,phone
142,hold,hold
143,hand,hand
144,When,when
145,realize,realiz
146,possibility,possibl
147,sharp,sharp
148,runs,run
149,straight,straight
150,heart,heart
151,takes,take
152,breath,breath
153,away,away
154,start,start
155,leak,leak
156,silent,silent
157,tears,tear
