,word,stem
0,I,I
1,say,say
2,visit,visit
3,urlLink,urllink
4,rathergood,rathergood
5,com,com
6,today,today
7,restored,restor
8,faith,faith
9,humanity,human
10,The,the
11,song,song
12,wrong,wrong
13,bananas,banana
14,reached,reach
15,way,way
16,understand,understand
17,happy,happi
18,people,peopl
19,world,world
20,creating,creat
21,simple,simpl
22,joy,joy
23,Thank,thank
24,web,web
25,zen,zen
26,list,list
27,always,alway
28,sending,send
29,links,link
30,like,like
31,brighten,brighten
32,subscriber,subscrib
33,days,day
