,word,lemma
0,Last,last
1,night,night
2,Joe,joe
3,I,I
4,planned,plan
5,little,littl
6,gathering,gather
7,It,It
8,going,go
9,start,start
10,pizza,pizza
11,drinking,drink
12,euchre,euchr
13,video,video
14,games,game
15,finally,final
16,see,see
17,midnight,midnight
18,showing,show
19,Batman,batman
20,State,state
21,Theater,theater
22,Well,well
23,plans,plan
24,quickly,quickli
25,changed,chang
26,We,We
27,started,start
28,playing,play
29,spades,spade
30,chowing,chow
31,snacks,snack
32,beer,beer
33,Eventually,eventu
34,people,peopl
35,showed,show
36,got,got
37,played,play
38,GT3,gt3
39,broke,broke
40,hard,hard
41,liquor,liquor
42,When,when
43,time,time
44,leave,leav
45,movie,movi
46,voted,vote
47,decided,decid
48,would,would
49,fun,fun
50,stick,stick
51,around,around
52,This,thi
53,break,break
54,Somebody,somebodi
55,getting,get
56,pretty,pretti
57,upset,upset
58,Never,never
59,Have,have
60,Ever,ever
61,another,anoth
62,sexual,sexual
63,comments,comment
64,someone,someon
65,violently,violent
66,ill,ill
67,There,there
68,still,still
69,huge,huge
70,mixing,mix
71,bowl,bowl
72,filled,fill
73,puke,puke
74,blanket,blanket
75,covered,cover
76,bathroom,bathroom
77,Other,other
78,great,great
79,See,see
80,pictures,pictur
81,urlLink,urllink
