,word,stem
0,If,If
1,reading,read
2,urlLink,urllink
3,futurefeedforward,futurefeedforward
4,NEW,new
5,YORK,york
6,ABC,abc
7,news,news
8,magazine,magazin
9,20,20
10,reporter,report
11,John,john
12,Stossel,stossel
13,accidentally,accident
14,decapitated,decapit
15,late,late
16,last,last
17,month,month
18,shooting,shoot
19,segment,segment
20,debunking,debunk
21,myth,myth
22,wind,wind
23,power,power
24,returns,return
25,air,air
26,Wednesday,wednesday
27,special,special
28,interview,interview
29,anchor,anchor
30,Barbara,barbara
31,Walters,walter
32,It,It
33,really,realli
34,amazing,amaz
35,story,stori
36,explains,explain
37,Most,most
38,people,peopl
39,even,even
40,survive,surviv
41,decapitation,decapit
42,let,let
43,alone,alon
44,guts,gut
45,determination,determin
46,keep,keep
47,jobs,job
48,real,real
49,triumph,triumph
50,human,human
51,spirit,spirit
