,word,lemma
0,RSVP,rsvp
1,Busting,bust
2,tickle,tickl
3,pins,pin
4,needles,needl
5,inside,insid
6,rib,rib
7,cage,cage
8,urge,urg
9,strong,strong
10,live,live
11,create,creat
12,become,becom
13,feel,feel
14,free,free
15,liberated,liber
16,last,last
17,something,someth
18,unknown,unknown
19,magnetic,magnet
20,tractor,tractor
21,beam,beam
22,pulling,pull
23,towards,toward
24,next,next
25,step,step
26,life,life
27,mapped,map
28,bread,bread
29,crumbs,crumb
30,eaten,eaten
31,forest,forest
32,animals,anim
33,body,bodi
34,draped,drape
35,massage,massag
36,table,tabl
37,neck,neck
38,pulled,pull
39,pushed,push
40,left,left
41,center,center
42,right,right
43,scolded,scold
44,wearing,wear
45,shoulders,shoulder
46,around,around
47,woman,woman
48,pecs,pec
49,forgotten,forgotten
50,hunching,hunch
51,much,much
52,keyboard,keyboard
53,caressing,caress
54,fingers,finger
55,begin,begin
56,curl,curl
57,reminded,remind
58,death,death
59,come,come
60,invitation,invit
