,word,lemma
0,I,I
1,fill,fill
2,survey,survey
3,later,later
4,today,today
5,Deadly,deadli
6,Sins,sin
7,ANGER,anger
8,1,1
9,Who,who
10,last,last
11,get,get
12,angry,angri
13,2,2
14,What,what
15,weapon,weapon
16,choice,choic
17,3,3
18,Would,would
19,hit,hit
20,member,member
21,opposite,opposit
22,sex,sex
23,4,4
24,How,how
25,5,5
26,person,person
27,got,got
28,really,realli
29,6,6
30,pet,pet
31,peeve,peev
32,7,7
33,Do,Do
34,keep,keep
35,grudges,grudg
36,let,let
37,go,go
38,easily,easili
39,SLOTH,sloth
40,one,one
41,thing,thing
42,supposed,suppos
43,daily,daili
44,done,done
45,long,long
46,time,time
47,latest,latest
48,ever,ever
49,woken,woken
50,Name,name
51,meaning,mean
52,contact,contact
53,lame,lame
54,excuse,excus
55,made,made
56,Have,have
57,watched,watch
58,infomercial,infomerci
59,way,way
60,ones,one
61,many,mani
62,times,time
63,snooze,snooz
64,button,button
65,alarm,alarm
66,clock,clock
67,skipped,skip
68,work,work
69,classes,class
70,month,month
71,GLUTTONY,gluttoni
72,overpriced,overpr
73,yuppie,yuppi
74,beverage,beverag
75,Meat,meat
76,eaters,eater
77,white,white
78,meat,meat
79,dark,dark
80,greatest,greatest
81,amount,amount
82,alcohol,alcohol
83,sitting,sit
84,outing,outing
85,event,event
86,weighed,weigh
87,eaten,eaten
88,far,far
89,When,when
90,ate,ate
91,much,much
92,felt,felt
93,sick,sick
94,drunk,drunk
95,point,point
96,throwing,throw
97,LUST,lust
98,people,peopl
99,seen,seen
100,naked,nake
101,counting,count
102,movies,movi
103,family,famili
104,YOU,you
105,physicians,physician
106,caught,caught
107,staring,stare
108,chest,chest
109,crotch,crotch
110,gender,gender
111,normal,normal
112,conversation,convers
113,favorite,favorit
114,body,bodi
115,part,part
116,propositioned,proposit
117,prostitute,prostitut
118,tested,test
119,STD,std
120,pregnancy,pregnanc
121,GREED,greed
122,credit,credit
123,cards,card
124,guilty,guilti
125,pleasure,pleasur
126,store,store
127,If,If
128,million,million
129,would,would
130,rather,rather
131,rich,rich
132,famous,famou
133,accept,accept
134,boring,bore
135,job,job
136,meant,meant
137,make,make
138,megabucks,megabuck
139,stolen,stolen
140,anything,anyth
141,MP3s,mp3
142,hard,hard
143,drive,drive
144,PRIDE,pride
145,proud,proud
146,parents,parent
147,like,like
148,accomplish,accomplish
149,life,life
150,annoyed,annoy
151,coming,come
152,second,second
153,place,place
154,entered,enter
155,contest,contest
156,skill,skill
157,knowing,know
158,higher,higher
159,competitors,competitor
160,cheated,cheat
161,something,someth
162,score,score
163,ENVY,envi
164,item,item
165,friends,friend
166,want,want
167,Trading,trade
168,Spaces,space
169,could,could
170,anyone,anyon
171,else,els
172,world,world
173,wished,wish
174,physical,physic
175,feature,featur
176,different,differ
177,inborn,inborn
178,trait,trait
179,see,see
180,others,other
181,wish,wish
