,word,stem
0,urlLink,urllink
1,Amazon,amazon
2,com,com
3,Restaurants,restaur
4,I,I
5,really,realli
6,sure,sure
7,make,make
8,yet,yet
9,full,full
10,menu,menu
11,almost,almost
12,every,everi
13,restaurant,restaur
14,greater,greater
15,Seattle,seattl
16,area,area
17,site,site
18,Reminds,remind
19,monkey,monkey
20,org,org
21,page,page
22,Ann,ann
23,Arbor,arbor
24,800,800
25,menus,menu
26,45,45
27,wonder,wonder
28,ever,ever
29,updated,updat
30,considering,consid
31,places,place
32,like,like
33,Waterfront,waterfront
34,Grill,grill
35,changes,chang
36,nightly,nightli
37,Well,well
38,checked,check
39,advertises,advertis
40,event,event
41,July,juli
42,16th,16th
43,2002,2002
44,answers,answer
45,question,question
46,updates,updat
47,also,also
48,poses,pose
49,long,long
50,feature,featur
51,What,what
52,else,els
53,offer,offer
54,missed,miss
55,time,time
56,know,know
57,movie,movi
58,showtimes,showtim
59,oddly,oddli
60,enough,enough
61,well,well
