,word,stem
0,VIGIL,vigil
1,There,there
2,moments,moment
3,joy,joy
4,come,come
5,talk,talk
6,God,god
7,peace,peac
8,fit,fit
9,hole,hole
10,Even,even
11,faith,faith
12,internet,internet
13,shatters,shatter
14,search,search
15,terms,term
16,found,found
17,The,the
18,emptiness,empti
19,vast,vast
20,without,without
21,content,content
22,void,void
23,highlighted,highlight
24,gold,gold
25,outside,outsid
26,sounds,sound
27,like,like
28,thunder,thunder
29,sound,sound
30,trash,trash
31,cans,can
32,rolled,roll
33,night,night
34,planning,plan
35,morning,morn
36,time,time
37,stands,stand
38,end,end
39,static,static
40,electricity,electr
41,hair,hair
42,gong,gong
43,Time,time
