,word,lemma
0,urlLink,urllink
1,Bush,bush
2,equated,equat
3,Hitler,hitler
4,Matrix,matrix
5,sequel,sequel
6,Images,imag
7,wickedness,wicked
8,begin,begin
9,rapidly,rapidli
10,flash,flash
11,monitors,monitor
12,including,includ
13,photos,photo
14,nuclear,nuclear
15,warfare,warfar
16,notorious,notori
17,killers,killer
18,When,when
19,architect,architect
20,describes,describ
21,folly,folli
22,man,man
23,look,look
24,screens,screen
25,behind,behind
26,Neo,neo
27,show,show
28,images,imag
29,historical,histor
30,monster,monster
31,contemporary,contemporari
32,president,presid
33,The,the
34,refers,refer
35,George,georg
36,W,W
37,well,well
38,father,father
39,brief,brief
40,moment,moment
41,via,via
42,Libertythink,libertythink
43,Corporate,corpor
44,Mofo,mofo
45,Reloads,reload
46,people,peopl
47,Zion,zion
48,seem,seem
49,black,black
50,Hispanic,hispan
51,makes,make
52,perfect,perfect
53,sense,sens
54,If,If
55,white,white
56,suburban,suburban
57,resident,resid
58,driving,drive
59,SUV,suv
60,golf,golf
61,club,club
62,doubt,doubt
63,nature,natur
64,reality,realiti
65,Incublogula,incublogula
66,Escape,escap
67,Go,Go
68,Directly,directli
69,Jail,jail
70,It,It
71,uncommon,uncommon
72,slaying,slay
73,suspects,suspect
74,especially,especi
75,mentally,mental
76,unstable,unstabl
77,raise,rais
78,whatever,whatev
79,hot,hot
80,popular,popular
81,culture,cultur
82,defense,defens
83,interviews,interview
84,police,polic
85,And,and
86,experts,expert
87,agree,agre
88,one,one
89,film,film
90,alone,alon
91,unlikely,unlik
92,spark,spark
93,kind,kind
94,violence,violenc
95,But,but
96,vulnerable,vulner
97,psyches,psych
98,may,may
99,ill,ill
100,films,film
101,suggestions,suggest
102,hidden,hidden
103,evil,evil
104,uncertain,uncertain
105,reinforce,reinforc
106,paranoia,paranoia
107,fear,fear
108,helping,help
109,unhealthy,unhealthi
110,fantasy,fantasi
111,worlds,world
112,flourish,flourish
113,New,new
114,World,world
115,Disorder,disord
116,They,they
117,call,call
118,One,one
119,nothing,noth
120,LaVelle,lavel
121,believes,believ
122,trilogy,trilog
123,three,three
124,part,part
125,message,messag
126,God,god
127,warning,warn
128,impending,impend
129,armageddon,armageddon
130,Did,did
131,directors,director
132,intend,intend
133,make,make
134,way,way
135,I,I
136,think,think
137,says,say
138,hand,hand
139,revelation,revel
140,As,As
141,get,get
142,closer,closer
143,second,second
144,coming,come
145,Jesus,jesu
146,trying,tri
147,wake,wake
148,us,us
149,Are,are
150,We,We
151,Living,live
152,In,In
153,philosophy,philosophi
154,professor,professor
155,teaches,teach
156,Oxford,oxford
157,roughly,roughli
158,20,20
159,percent,percent
160,chance,chanc
161,humans,human
162,today,today
163,really,realli
164,software,softwar
165,generated,gener
166,beings,be
167,living,live
168,virtual,virtual
