,word,stem
0,urlLink,urllink
1,Interplanetary,interplanetari
2,Superhighway,superhighway
3,Most,most
4,missions,mission
5,designed,design
6,take,take
7,advantage,advantag
8,way,way
9,gravity,graviti
10,pulls,pull
11,spacecraft,spacecraft
12,swings,swing
13,body,bodi
14,planet,planet
15,moon,moon
16,Lo,Lo
17,theory,theori
18,mixes,mix
19,another,anoth
20,factor,factor
21,Sun,sun
22,pull,pull
23,planets,planet
24,nearby,nearbi
25,moons,moon
26,Forces,forc
27,many,mani
28,directions,direct
29,nearly,nearli
30,cancel,cancel
31,leaving,leav
32,paths,path
33,fields,field
34,travel,travel
