,word,stem
0,urlLink,urllink
1,Rearranging,rearrang
2,Furniture,furnitur
3,Define,defin
4,functions,function
5,room,room
6,Clearly,clearli
7,understand,understand
8,use,use
9,space,space
10,Establish,establish
11,focal,focal
12,point,point
13,two,two
14,You,you
15,might,might
16,include,includ
17,television,televis
18,fireplace,fireplac
19,window,window
20,aquarium,aquarium
21,name,name
22,must,must
23,decide,decid
24,want,want
25,focus,focu
26,attention,attent
27,arrange,arrang
28,furniture,furnitur
29,accordingly,accordingli
30,Don,don
31,block,block
32,traffic,traffic
33,flow,flow
34,Some,some
35,good,good
36,rules,rule
37,follow,follow
38,Allow,allow
39,three,three
40,feet,feet
41,pathways,pathway
42,Chairs,chair
43,sofas,sofa
44,eight,eight
45,apart,apart
46,much,much
47,distance,distanc
48,makes,make
49,conversation,convers
50,difficult,difficult
51,Keep,keep
52,18,18
53,inches,inch
54,sofa,sofa
55,coffee,coffe
56,table,tabl
