,word,lemma
0,urlLink,urllink
1,Alien,alien
2,Abductions,abduct
3,Incorporated,incorpor
4,Why,whi
5,wait,wait
6,wonder,wonder
7,ever,ever
8,going,go
9,come,come
10,even,even
11,invest,invest
12,time,time
13,trouble,troubl
14,expense,expens
15,involved,involv
16,actual,actual
17,abduction,abduct
18,highly,highli
19,trained,train
20,professional,profession
21,staff,staff
22,provide,provid
23,personalized,person
24,realistic,realist
25,memories,memori
26,alien,alien
27,waiting,wait
28,entire,entir
29,life,life
30,Once,onc
31,Abduction,abduct
32,Experience,experi
33,implanted,implant
34,offer,offer
35,wide,wide
36,range,rang
37,add,add
38,options,option
39,24,24
40,7,7
41,Surveillance,surveil
42,Special,special
43,give,give
44,added,ad
45,edge,edg
46,real,real
47,paranoia,paranoia
48,exclusive,exclus
49,Evidence,evid
50,Kit,kit
51,contains,contain
52,items,item
53,specially,special
54,selected,select
55,heighten,heighten
56,We,We
57,low,low
58,cost,cost
59,course,cours
60,deprogramming,deprogram
61,medication,medic
62,therapy,therapi
63,available,avail
64,customers,custom
65,may,may
66,choose,choos
67,discontinue,discontinu
68,via,via
