,word,lemma
0,urlLink,urllink
1,Stupid,stupid
2,Security,secur
3,Competition,competit
4,If,If
5,thought,thought
6,accounting,account
7,profession,profess
8,bad,bad
9,news,news
10,wait,wait
11,till,till
12,hear,hear
13,stupid,stupid
14,security,secur
15,industry,industri
16,become,becom
17,Even,even
18,9,9
19,11,11
20,whole,whole
21,army,armi
22,bumbling,bumbl
23,amateurs,amateur
24,taken,taken
25,upon,upon
26,figure,figur
27,pointless,pointless
28,annoying,annoy
29,intrusive,intrus
30,illusory,illusori
31,plain,plain
32,measures,measur
33,protect,protect
34,via,via
