,word,stem
0,urlLink,urllink
1,FBI,fbi
2,Issues,issu
3,Alert,alert
4,Stolen,stolen
5,Propane,propan
6,Tankers,tanker
7,agents,agent
8,Texas,texa
9,issued,issu
10,nationwide,nationwid
11,alert,alert
12,Tuesday,tuesday
13,two,two
14,stolen,stolen
15,propane,propan
16,tanker,tanker
17,trucks,truck
18,laden,laden
19,thousands,thousand
20,gallons,gallon
21,volatile,volatil
22,liquefied,liquefi
23,gas,ga
24,one,one
25,elements,element
26,terrorists,terrorist
27,trained,train
28,concerned,concern
29,Sitting,sit
30,Ducks,duck
31,If,If
32,threat,threat
33,self,self
34,evident,evid
35,need,need
36,consider,consid
37,vast,vast
38,number,number
39,bulk,bulk
40,fuel,fuel
41,storage,storag
42,facilities,facil
43,United,unit
44,Statessuch,statessuch
45,gasoline,gasolin
46,propaneand,propaneand
47,match,match
48,incendiary,incendiari
49,power,power
50,advanced,advanc
51,50,50
52,caliber,calib
53,rounds,round
54,available,avail
