,word,lemma
0,urlLink,urllink
1,Ahnenerbe,ahnenerb
2,secret,secret
3,service,servic
4,third,third
5,reich,reich
6,Ukrainian,ukrainian
7,workers,worker
8,found,found
9,strange,strang
10,graves,grave
11,construction,construct
12,one,one
13,towns,town
14,south,south
15,Ukraine,ukrain
16,Experts,expert
17,determined,determin
18,vestiges,vestig
19,Ahnenerbes,ahnenerb
20,activities,activ
21,This,thi
22,organization,organ
23,Third,third
24,Reich,reich
25,The,the
26,people,peopl
27,true,true
28,Aryan,aryan
29,race,race
30,victims,victim
31,doctors,doctor
32,believed,believ
33,medical,medic
34,tests,test
35,experiments,experi
36,supposed,suppos
37,eventually,eventu
38,result,result
39,new,new
40,breed,breed
41,human,human
