,word,lemma
0,urlLink,urllink
1,Pynchon,pynchon
2,Quotations,quotat
3,If,If
4,patterns,pattern
5,ones,one
6,zeroes,zero
7,like,like
8,human,human
9,lives,live
10,deaths,death
11,everything,everyth
12,individual,individu
13,could,could
14,represented,repres
15,computer,comput
16,record,record
17,long,long
18,strings,string
19,kind,kind
20,creature,creatur
21,string,string
22,It,It
23,would,would
24,one,one
25,level,level
26,least,least
27,angel,angel
28,minor,minor
29,god,god
30,something,someth
31,UFO,ufo
