,word,stem
0,urlLink,urllink
1,Alien,alien
2,Abductions,abduct
3,The,the
4,Real,real
5,Deal,deal
6,every,everi
7,Rael,rael
8,hundreds,hundr
9,workaday,workaday
10,individuals,individu
11,claim,claim
12,abducted,abduct
13,aliens,alien
14,These,these
15,flower,flower
16,gurus,guru
17,struggle,struggl
18,alone,alon
19,memories,memori
20,unintelligible,unintellig
21,messages,messag
22,temporary,temporari
23,paralysis,paralysi
24,humanoid,humanoid
25,creatures,creatur
26,hovering,hover
27,beds,bed
28,Their,their
29,stories,stori
30,always,alway
31,check,check
32,minds,mind
33,Psychological,psycholog
34,tests,test
35,confirm,confirm
36,abductees,abducte
37,rarely,rare
38,psychotic,psychot
39,mentally,mental
40,ill,ill
41,Some,some
42,3,3
43,million,million
44,Americans,american
45,believe,believ
46,encountered,encount
47,bright,bright
48,lights,light
49,incurred,incur
50,strange,strang
51,bodily,bodili
52,marks,mark
53,indicative,indic
54,possible,possibl
55,encounter,encount
56,via,via
