,word,stem
0,urlLink,urllink
1,The,the
2,Story,stori
3,Mouseland,mouseland
4,Tommy,tommi
5,Douglas,dougla
6,You,you
7,see,see
8,friends,friend
9,trouble,troubl
10,colour,colour
11,cat,cat
12,cats,cat
13,And,and
14,naturally,natur
15,looked,look
16,instead,instead
17,mice,mice
18,Presently,present
19,came,came
20,along,along
21,one,one
22,little,littl
23,mouse,mous
24,idea,idea
25,My,My
26,watch,watch
27,fellow,fellow
28,said,said
29,Look,look
30,fellows,fellow
31,keep,keep
32,electing,elect
33,government,govern
34,made,made
35,Why,whi
36,elect,elect
37,OH,OH
38,Bolshevik,bolshevik
39,Lock,lock
40,So,So
41,put,put
42,jail,jail
43,But,but
44,I,I
45,want,want
46,remind,remind
47,That,that
48,lock,lock
49,man,man
50,via,via
51,Ship,ship
52,Fools,fool
53,Ted,ted
54,Kaczynski,kaczynski
55,Alright,alright
56,answered,answer
57,cabin,cabin
58,boy,boy
59,These,these
60,issues,issu
61,petty,petti
62,trivial,trivial
63,Kicking,kick
64,dog,dog
65,cruel,cruel
66,brutal,brutal
67,humiliating,humili
68,called,call
69,fruit,fruit
70,comparison,comparison
71,real,real
72,problem,problem
73,fact,fact
74,ship,ship
75,still,still
76,heading,head
77,north,north
78,grievances,grievanc
79,dont,dont
80,get,get
81,turned,turn
82,around,around
83,soon,soon
84,going,go
85,drown,drown
86,Fascist,fascist
87,professor,professor
88,Counterrevolutionary,counterrevolutionari
89,lady,ladi
90,passenger,passeng
91,passengers,passeng
92,crew,crew
93,chimed,chime
94,another,anoth
95,calling,call
96,fascist,fascist
97,counterrevolutionary,counterrevolutionari
98,They,they
99,pushed,push
100,away,away
101,went,went
102,back,back
103,grumbling,grumbl
104,wages,wage
105,blankets,blanket
106,women,women
107,right,right
108,suck,suck
109,cocks,cock
110,treated,treat
111,kept,kept
112,sailing,sail
113,crushed,crush
114,two,two
115,icebergs,iceberg
116,everyone,everyon
117,drowned,drown
