,word,lemma
0,urlLink,urllink
1,Welcome,welcom
2,Earth,earth
3,meet,meet
4,leaders,leader
5,The,the
6,world,world
7,run,run
8,clever,clever
9,cabal,cabal
10,It,It
11,5,5
12,000,000
13,bickering,bicker
14,sometimes,sometim
15,charming,charm
16,usually,usual
17,arrogant,arrog
18,mostly,mostli
19,male,male
20,people,peopl
21,accustomed,accustom
22,living,live
23,either,either
24,phenomenal,phenomen
25,wealth,wealth
26,great,great
27,personal,person
28,power,power
29,A,A
30,Many,mani
31,turn,turn
32,remarkably,remark
33,naive,naiv
34,Liberal,liber
35,elitist,elitist
36,disingenuinity,disingenuin
37,Laurie,lauri
38,Garrett,garrett
39,happy,happi
40,email,email
41,shared,share
42,She,she
43,even,even
44,less,less
45,Internet,internet
46,addicts,addict
47,wasted,wast
48,extensive,extens
49,time,time
50,effort,effort
51,extraordinarily,extraordinarili
52,silly,silli
53,exercise,exercis
54,Her,her
55,message,messag
56,ends,end
57,peroration,peror
58,Be,Be
59,citizen,citizen
60,real,real
61,invokes,invok
62,image,imag
63,William,william
64,Shatner,shatner
65,telling,tell
66,convention,convent
67,Star,star
68,Trek,trek
69,fans,fan
70,get,get
71,life,life
72,via,via
