,word,stem
0,urlLink,urllink
1,How,how
2,To,To
3,Tuesday,tuesday
4,Make,make
5,Pirate,pirat
6,Radio,radio
7,Station,station
8,iPod,ipod
9,Reminds,remind
10,frosh,frosh
11,year,year
12,RPI,rpi
13,made,made
14,pirate,pirat
15,radio,radio
16,stationg,stationg
17,blanketed,blanket
18,freshman,freshman
19,hill,hill
20,The,the
21,fact,fact
22,possibility,possibl
23,make,make
24,pocket,pocket
25,size,size
26,station,station
27,awesome,awesom
28,I,I
29,much,much
30,low,low
31,power,power
32,stations,station
33,ahh,ahh
34,good,good
35,ol,ol
36,days,day
