,word,lemma
0,even,even
1,tho,tho
2,snacking,snack
3,morning,morn
4,two,two
5,lo,lo
6,carb,carb
7,waffles,waffl
8,11,11
9,carbs,carb
10,klondyke,klondyk
11,bars,bar
12,10,10
13,english,english
14,cuke,cuke
15,dressing,dress
16,5,5
17,1,1
18,chicken,chicken
19,spinach,spinach
20,fontina,fontina
21,sausages,sausag
22,still,still
23,94,94
24,great,great
25,wonder,wonder
26,time,time
27,release,releas
28,glucophage,glucophag
29,night,night
30,add,add
31,meds,med
32,dont,dont
33,know,know
34,hooo,hooo
35,cant,cant
36,stop,stop
37,munching,munch
38,today,today
39,avocado,avocado
40,chips,chip
