,word,stem
0,Self,self
1,acceptance,accept
2,comes,come
3,meeting,meet
4,life,life
5,challenges,challeng
6,vigorously,vigor
7,Don,don
8,numb,numb
9,trials,trial
10,difficulties,difficulti
11,build,build
12,mental,mental
13,walls,wall
14,exclude,exclud
15,pain,pain
16,You,you
17,find,find
18,peace,peac
19,trying,tri
20,escape,escap
21,problems,problem
22,confronting,confront
23,courageously,courag
24,denial,denial
25,victory,victori
26,J,J
27,Donald,donald
28,Walters,walter
29,American,american
30,Author,author
31,Lecturer,lectur
32,Playwright,playwright
