,word,stem
0,Religion,religion
1,fired,fire
2,life,life
3,I,I
4,baptized,baptiz
5,form,form
6,Christian,christian
7,This,thi
8,much,much
9,know,know
10,holy,holi
11,water,water
12,scalded,scald
13,scarred,scar
14,body,bodi
15,parents,parent
16,say,say
17,The,the
18,next,next
19,religious,religi
20,event,event
21,would,would
22,going,go
23,Baptist,baptist
24,church,church
25,father,father
26,around,around
27,age,age
28,11,11
29,Deciding,decid
30,religion,religion
31,good,good
32,thing,thing
33,took,took
34,hour,hour
35,main,main
36,service,servic
37,attend,attend
38,sunday,sunday
39,school,school
40,kids,kid
41,practically,practic
42,wearing,wear
43,suits,suit
44,best,best
45,dresses,dress
46,sat,sat
47,timidly,timidli
48,tucked,tuck
49,tshirt,tshirt
50,Not,not
51,materials,materi
52,children,children
53,able,abl
54,answer,answer
55,questions,question
56,asked,ask
57,soon,soon
58,disappeared,disappear
59,mind,mind
60,Seems,seem
61,assumed,assum
62,find,find
63,Wrong,wrong
64,Being,be
65,timid,timid
66,enough,enough
67,uber,uber
68,even,even
69,venture,ventur
70,basement,basement
71,All,all
72,left,left
73,many,mani
74,brought,brought
75,young,young
76,For,for
77,stayed,stay
78,6,6
79,year,year
80,olds,old
81,coloring,color
82,Bible,bibl
83,scenes,scene
84,eating,eat
85,graham,graham
86,crackers,cracker
87,milk,milk
88,Needless,needless
89,never,never
90,wanted,want
91,return,return
92,Dragged,drag
93,aunt,aunt
94,grandmother,grandmoth
95,attended,attend
96,Catholic,cathol
97,services,servic
98,years,year
99,idea,idea
100,stand,stand
101,sit,sit
102,kneel,kneel
103,pray,pray
104,give,give
105,money,money
106,infinite,infinit
107,guilt,guilt
108,process,process
109,appeal,appeal
110,By,By
111,13,13
112,realized,realiz
113,religions,religion
114,fully,fulli
115,Christianity,christian
116,early,earli
117,experiences,experi
118,turned,turn
119,faith,faith
120,hurry,hurri
121,God,god
122,created,creat
123,Man,man
124,image,imag
125,reverse,revers
126,logic,logic
127,especially,especi
128,Heaven,heaven
129,Hell,hell
130,products,product
131,human,human
132,psyche,psych
133,unable,unabl
134,comprehend,comprehend
135,unconciousness,unconci
136,If,If
137,exist,exist
138,death,death
139,understand,understand
140,Since,sinc
141,impossible,imposs
142,sarcasm,sarcasm
143,true,true
144,afterlife,afterlif
145,like,like
146,mortal,mortal
147,existence,exist
148,yet,yet
149,dichotomy,dichotomi
150,Bad,bad
151,Is,Is
152,ingenious,ingeni
153,way,way
154,keep,keep
155,control,control
156,people,peopl
157,entire,entir
158,Then,then
159,Karma,karma
160,almost,almost
161,pattern,pattern
162,Defining,defin
163,reincarntion,reincarnt
164,based,base
165,sort,sort
166,Mankind,mankind
167,cannot,cannot
168,answered,answer
169,Along,along
170,tailored,tailor
171,masses,mass
172,Studies,studi
173,Buddhism,buddhism
174,Hinduism,hinduism
175,appealing,appeal
176,younger,younger
177,Except,except
178,aforementioned,aforement
179,problems,problem
180,inherent,inher
181,karma,karma
182,caste,cast
183,systems,system
184,seem,seem
185,logical,logic
186,There,there
187,Conservation,conserv
188,Matter,matter
189,Energy,energi
190,Soul,soul
191,force,forc
192,spirit,spirit
193,makes,make
194,perfect,perfect
195,sense,sens
196,Reincarnation,reincarn
197,conclusion,conclus
198,grasp,grasp
199,die,die
200,Maybe,mayb
201,enjoy,enjoy
202,knowing,know
