,frequency
Fortune,1
cookies,1
are,4
beautiful,1
things,1
I,23
get,1
excited,1
like,2
a,16
school,2
girl,1
in,9
candy,1
shop,1
at,4
the,14
very,1
thought,2
of,12
what,2
Fates,1
contemplating,1
sending,1
my,15
direction,1
hold,1
on,2
to,11
fortunes,1
those,1
little,1
paper,1
notes,1
that,11
following,1
wake,2
simple,1
cracking,1
cookie,1
have,5
it,1
taped,1
computer,1
monitor,1
this,2
one,1
fortune,1
reminds,1
me,6
savor,1
life,4
and,7
live,1
for,4
moment,1
You,1
will,4
discover,2
truth,3
time,3
meditate,1
these,2
words,1
every,1
single,1
day,1
searching,1
better,1
understanding,1
they,1
mean,1
relation,1
At,1
first,1
note,1
was,2
message,1
from,1
Godde,3
about,4
ex,1
boyfriend,1
putting,1
ease,1
our,2
troubled,1
relationship,2
letting,1
know,1
we,1
would,1
overcome,1
differences,1
move,1
forward,1
together,1
How,1
naive,1
think,2
knew,1
meaning,2
There,2
moments,1
where,2
feel,2
am,4
rush,1
learn,1
everything,1
once,1
worry,1
run,1
out,2
never,2
myself,2
world,1
obsess,1
over,1
fear,1
find,1
safe,1
comfortable,1
loving,1
with,1
man,1
so,1
many,1
items,1
occupy,1
mind,2
drive,1
distraction,1
It,1
is,2
only,1
faith,2
love,1
allows,1
take,1
deep,1
breath,1
force,1
thoughts,1
remind,1
there,1
plan,1
purpose,1
Despite,1
presence,1
fears,1
more,1
grounded,1
now,1
than,1
any,1
other,1
point,1
wonderful,1
job,1
career,1
goals,1
future,1
come,1
full,1
circle,1
return,1
surrounded,1
by,1
most,1
incredible,2
support,1
network,1
family,1
friends,1
go,1
an,1
church,1
place,1
encouraged,1
instead,1
blindly,1
accepting,1
doctrine,1
cat,1
who,1
adores,1
Truly,1
blessed,1
woman,1
