,frequency
I,41
came,2
here,2
once,1
or,3
twice,1
since,1
last,1
wrote,1
with,4
no,3
topic,1
in,7
my,12
mind,1
a,13
voice,2
but,4
words,1
to,13
give,2
that,5
contextual,1
meaning,1
What,1
should,1
write,3
about,5
this,3
space,1
Should,2
tell,1
you,1
ex,1
boyfriend,1
how,1
his,1
memory,1
continues,1
break,1
me,3
even,2
after,1
he,1
abdicated,1
from,1
love,3
discuss,1
the,12
weather,1
change,1
of,10
colors,1
and,10
climate,1
Perhaps,1
could,1
indecisiveness,1
regarding,1
future,1
professional,1
personal,1
With,1
each,1
passing,1
day,1
am,11
becoming,1
more,2
an,4
introvert,1
shy,1
world,3
enjoy,1
new,1
found,1
solitude,1
would,2
be,2
lying,1
if,2
did,1
not,4
admit,1
there,2
are,4
times,3
when,3
loneliness,1
hits,1
hard,2
There,1
wish,1
for,7
companion,1
preferably,1
male,1
variety,2
want,3
man,1
life,1
sex,2
romantic,2
friendship,1
those,1
need,1
strong,2
arms,1
hold,1
fully,1
aware,1
faults,2
stubborn,1
tempermental,1
loud,1
obsessive,1
compulsive,1
hopeless,1
passionate,1
almost,1
point,1
being,1
militant,1
certain,1
issues,1
have,6
problem,1
expressing,1
opinion,1
individual,1
crowd,1
people,1
emotional,1
eater,1
vulgar,1
sense,1
humor,1
tendency,1
use,1
excessive,1
amounts,1
profanity,1
any,1
given,1
situation,1
picky,1
spelling,1
punctuation,1
style,1
For,1
all,2
just,1
as,1
many,1
good,1
qualities,1
intelligent,1
mean,1
research,1
paper,1
try,1
see,2
beauty,2
everything,1
faith,1
like,1
back,1
community,1
make,1
better,1
place,1
live,1
especially,1
women,1
children,1
role,1
model,1
young,1
girls,1
who,3
searching,1
idenity,1
crazy,1
messed,1
up,1
compassionate,1
giving,1
put,1
into,1
friendships,1
relationships,1
Of,1
course,1
some,2
individuals,1
argue,1
is,2
negative,1
quality,1
Screw,1
them,1
honest,1
Also,1
while,1
may,1
never,1
win,1
Miss,1
America,1
pagent,1
know,1
weight,1
lose,1
do,1
believe,1
on,1
eyes,1
can,1
look,1
myself,1
mirror,1
valuable,1
woman,1
posesses,1
it,1
inward,1
perfect,1
worth,1
