,frequency
October,1
is,7
a,7
difficult,1
month,1
for,1
me,3
Three,1
years,2
ago,1
Nan,1
died,2
on,4
Friday,1
the,17
thirteenth,1
She,2
in,2
her,7
sleep,1
she,3
had,2
sat,1
down,1
to,10
take,1
nap,1
during,1
middle,1
of,8
day,2
and,5
when,1
daughter,1
came,1
home,1
from,1
work,1
discovered,1
that,12
mother,2
was,1
no,2
longer,2
among,1
living,1
The,2
funeral,1
took,1
place,1
what,1
would,1
have,4
been,1
an,3
otherwise,1
gorgeous,1
autumn,2
afternoon,1
As,1
I,15
watched,1
casket,1
being,1
lowered,1
into,1
ground,1
could,1
not,1
help,1
but,1
ponder,1
irony,1
burying,1
my,8
grandmother,1
spiritual,1
rock,1
such,1
as,1
one,1
A,1
couple,1
later,1
family,1
buried,1
our,1
beloved,1
pet,1
Freckles,1
after,1
he,1
lost,1
brief,1
yet,1
painful,1
battle,1
with,1
liver,1
disease,1
ailment,1
very,1
common,1
amongst,1
male,1
cocker,1
spaniels,1
It,3
happened,1
so,2
fast,1
will,1
never,1
forget,1
calling,1
tearfully,1
telling,1
about,1
his,1
passing,1
loved,1
dog,1
seems,1
there,3
much,1
pain,2
life,1
Sometimes,1
want,1
wail,1
against,1
Godde,1
because,2
know,2
has,2
power,1
cease,1
world,1
s,2
suffering,2
sadness,1
Then,1
are,2
moments,1
am,1
growing,1
stronger,1
endure,1
at,1
times,1
fall,1
perfect,1
time,3
year,2
reflect,1
strength,1
In,1
tradition,1
Celts,1
season,1
become,1
personal,1
New,1
Year,1
celebration,1
use,1
this,2
re,1
focus,1
goals,1
especially,1
since,1
habit,1
getting,1
distracted,1
over,2
summer,1
This,1
pay,1
homage,1
those,1
individuals,1
who,1
passed,1
through,2
veil,1
miss,1
There,1
still,1
days,1
where,1
feel,1
overwhelming,1
need,1
hear,1
voice,1
phone,1
or,1
hold,1
hand,1
When,1
realize,1
possibility,1
sharp,1
runs,1
straight,1
heart,1
takes,1
breath,1
away,1
start,1
leak,1
silent,1
tears,1
