,frequency
This,2
one,1
is,15
for,4
you,14
Dad,2
I,17
want,2
to,19
talk,2
about,3
censorship,1
what,2
happens,1
when,4
get,1
home,1
after,1
a,13
hard,2
day,1
and,10
find,1
that,16
father,5
has,1
left,1
message,2
on,2
your,6
machine,1
telling,2
he,2
read,1
website,1
thinks,1
using,1
the,14
f,1
word,1
make,1
point,1
very,1
inappropriate,2
If,1
it,8
were,2
any,3
other,2
person,2
would,1
launch,1
into,1
lecture,1
my,8
right,1
free,2
speech,1
assembly,1
academic,1
concept,1
of,8
language,2
reclamation,1
However,1
with,3
confrontation,1
seems,1
more,1
difficult,2
because,4
was,2
daddy,1
s,1
little,1
girl,1
long,1
before,1
feminist,2
When,1
plant,1
feet,1
heart,2
mind,2
soul,1
under,1
banner,1
feminism,3
loving,1
men,2
reaches,1
level,1
frustration,1
unparallel,1
experience,1
There,1
are,5
great,1
number,1
who,5
continue,1
identify,1
as,1
an,1
anti,1
male,1
campaign,1
lie,1
The,1
complexity,1
relationship,1
play,2
out,1
simultaneous,1
roles,1
can,2
no,3
longer,3
role,1
dutiful,1
daughter,1
woman,2
inside,1
me,5
demanding,1
justice,1
pretend,1
paragon,1
perfection,1
humans,1
flawed,1
For,1
once,1
thought,2
her,1
walked,1
water,1
lesson,1
learn,1
discover,1
disappointment,1
man,2
gave,1
life,2
am,2
sorry,2
disappointed,1
think,2
there,1
hypocrisy,1
in,5
lifestyle,1
use,1
vulgar,1
then,1
call,1
myself,4
Christian,1
but,1
will,1
not,3
censor,1
anyone,1
especially,1
You,1
taught,1
be,3
strong,1
never,1
settle,1
always,1
true,1
believe,1
could,1
do,2
anything,1
put,1
Now,1
way,1
conduct,1
even,4
though,1
verbalize,1
insinuation,1
this,1
adore,1
most,2
world,1
ashamed,1
That,1
bitter,1
pill,1
swallow,1
ardent,1
still,1
remember,1
felt,1
like,1
pride,1
joy,1
sounds,1
selfish,1
own,1
ears,1
hurts,1
consider,1
possibility,1
those,1
feelings,1
present,1
