,frequency
There,4
are,6
some,1
occasions,1
for,12
which,2
Hallmark,1
has,4
no,8
appropriate,1
card,3
to,16
give,1
another,2
human,1
being,2
is,9
that,11
expresses,1
a,6
proper,1
sentiment,1
the,26
friend,2
who,5
been,2
laid,1
off,1
from,2
work,1
second,1
time,1
in,6
three,2
years,2
woman,2
choses,1
have,3
an,3
abortion,1
and,9
struggles,1
with,7
decision,1
rest,1
of,11
her,4
life,3
or,1
man,1
diagnosed,2
HIV,1
forced,2
reconcile,1
himself,1
fact,1
he,1
dying,1
my,1
co,2
worker,1
Nancy,2
was,1
cancer,1
spent,1
last,1
battling,1
this,3
disease,1
Last,1
week,1
I,2
discovered,1
doctor,1
found,1
four,1
tumors,1
s,2
brain,1
chances,1
living,1
see,1
year,1
very,1
slim,1
am,1
struggling,1
injustice,1
revelation,1
It,1
times,1
like,1
these,1
cause,1
me,1
question,1
Godde,1
purpose,1
people,2
Is,2
kind,1
action,1
definition,1
mercy,1
it,2
right,1
individual,1
never,1
anything,1
but,2
wonderful,1
workers,1
friends,1
suffer,2
such,1
manner,2
How,1
does,1
person,3
live,1
out,1
remainder,1
their,3
knowing,1
each,1
rotation,1
sun,1
they,2
one,1
day,1
closer,1
leaving,1
behind,1
all,1
ever,1
known,1
Sometimes,1
there,2
simply,1
words,3
moment,1
describe,1
shock,1
you,5
feel,2
at,1
learning,1
your,3
will,1
longer,1
be,1
grace,1
smile,1
sadness,1
frustration,1
anger,1
felt,1
when,2
good,1
carry,1
unbearable,1
burden,1
while,1
dregs,1
humanity,1
walk,1
world,3
consequences,1
actions,1
This,1
hardest,1
part,1
about,1
faith,2
not,1
theology,1
adhere,1
nor,1
daily,1
practice,1
rituals,1
religion,1
need,1
keep,1
hand,1
tight,1
around,1
tenuous,1
thread,1
hope,1
The,1
most,1
difficult,1
thing,1
entire,1
tries,1
pull,1
away,1
