,frequency
I,19
watch,1
the,19
students,1
in,8
this,9
college,1
town,1
You,1
would,1
think,2
they,3
re,2
carefree,1
have,5
seen,1
their,3
trials,1
Frowning,1
into,1
Shakespeare,1
and,12
practicing,1
smiles,1
With,1
every,2
new,1
idea,1
wondering,1
if,2
ve,1
changed,1
at,2
all,2
Then,1
turn,1
away,1
it,6
happens,1
day,1
Dar,1
Williams,1
The,2
Green,1
World,2
want,2
to,21
talk,1
about,2
responsibility,2
Oftentimes,1
feel,2
that,8
pressure,1
of,8
higher,2
moral,1
obligation,2
make,2
world,2
a,12
better,1
place,4
for,4
us,3
live,2
There,1
are,4
those,2
individuals,2
who,2
mock,1
my,6
idealistic,1
desires,1
but,2
me,3
being,1
an,1
optimist,2
is,8
only,2
way,1
survive,1
crazy,1
My,1
faith,1
Godde,5
prevents,1
from,1
becoming,1
s,1
Greatest,1
Cynic,1
am,4
natural,1
always,1
wanting,1
see,1
good,3
people,2
motivations,1
absolutely,1
no,2
shame,1
fact,1
Mother,1
Teresa,1
stated,1
In,1
life,1
we,3
cannot,1
do,2
great,2
things,3
We,4
can,2
small,2
with,2
love,1
Indeed,1
most,1
difference,1
environment,1
example,1
point,1
made,2
part,1
said,1
protect,1
space,1
which,2
drive,1
car,2
gets,1
gas,1
mileage,1
has,1
lowest,1
emissions,1
rating,1
country,1
pool,1
places,1
when,1
possible,1
recycle,1
paper,1
plastic,2
aluminium,1
glass,1
products,1
take,1
own,2
shopping,1
bags,2
out,1
thick,1
cloth,1
grocery,1
store,1
forced,1
use,2
keep,2
them,1
carry,1
lunch,1
work,1
during,1
week,1
Perhaps,1
naive,1
be,3
so,1
sure,1
actions,1
alone,1
change,1
Certainly,1
other,1
such,2
terms,1
On,1
more,1
than,1
one,1
occasion,1
been,1
labeled,1
as,2
bleeding,1
heart,1
touchy,1
feely,1
liberal,1
hippie,1
tree,1
hugger,1
grown,1
immune,1
attempts,1
attacking,1
desire,1
need,1
clean,1
refuse,1
believe,1
bad,1
thing,1
leave,1
something,1
beautiful,1
years,1
after,1
gone,1
will,3
walk,1
land,4
did,1
not,1
give,1
plunder,1
shameless,1
abandon,1
When,1
you,2
rape,1
intents,1
purposes,1
raping,1
because,1
She,1
This,1
type,1
language,1
violent,1
metaphor,1
harsh,1
true,1
firm,1
believer,1
honesty,1
trait,1
far,1
too,1
many,1
lost,1
sight,1
longer,1
value,1
tied,2
Her,1
If,1
society,1
destroy,1
our,3
planet,1
then,1
destroying,2
gift,1
gave,1
lives,2
children,1
Herself,1
