,frequency
Entry,1
originally,1
posted,1
on,3
8,1
August,1
2003,1
This,3
is,4
not,3
a,7
journal,2
in,5
the,11
traditional,2
sense,1
of,6
word,1
an,2
exploration,1
new,1
beginning,1
mapped,1
out,1
through,1
language,1
and,7
metaphor,1
There,2
are,2
great,1
many,1
changes,3
that,1
taking,1
place,1
my,1
life,3
Tommorrow,1
I,3
will,5
become,1
mother,1
to,5
tuxedo,1
cat,1
named,1
Demeter,1
In,1
two,1
weeks,1
be,4
starting,1
graduate,2
school,2
embarking,1
long,1
journey,1
into,1
world,1
academia,1
My,1
friend,1
Julius,1
has,1
joined,1
Navy,1
shipped,1
off,1
basic,1
training,1
next,1
week,1
Lots,1
So,1
this,2
space,3
reflection,1
those,1
need,1
write,2
think,1
beyond,1
weblog,1
livejournal,1
or,1
daily,1
composed,1
ideas,1
broad,1
themes,1
academic,1
pursuits,1
occasional,1
antedote,1
about,1
general,1
archive,1
section,1
because,1
purpose,1
live,1
present,1
rehash,1
past,1
nor,1
dwell,1
future,1
Right,1
now,1
am,1
walking,1
darkness,1
