,frequency
So,1
small,2
and,3
fearless,1
My,3
fickle,1
heart,2
brave,1
path,1
one,1
true,1
love,2
A,1
list,1
of,6
sins,1
Follow,1
in,2
my,5
wake,1
Trailing,1
after,1
me,3
Give,1
amnesty,1
Sophia,1
Protect,1
mourning,1
soul,2
And,1
comfort,1
starved,1
self,1
I,7
cling,1
to,6
you,1
pine,1
for,2
your,2
presence,1
Godde,3
Waiting,1
anxiously,1
the,6
taste,1
salvation,3
upon,1
lips,1
imagine,2
tastes,2
like,4
honey,1
green,1
tea,1
jasmine,1
salt,1
licked,1
from,1
a,3
man,1
s,3
post,1
coital,1
sweat,1
soaked,1
back,2
Wonderful,1
Who,1
do,1
have,2
fear,1
In,2
this,1
colourful,1
colour,1
stained,1
world,1
What,1
pagan,1
unravelled,1
With,1
Jesus,1
freak,1
sensibilities,1
woman,2
arms,2
Your,1
wish,1
lie,1
You,1
seem,1
grace,1
incarnate,1
is,1
manifest,1
Not,1
unreachable,1
Eager,1
be,1
traced,1
The,2
gateway,1
womb,1
curve,1
her,3
neck,1
matching,1
pulse,1
point,1
life,1
Laying,1
shallow,1
into,1
valley,1
Of,1
breasts,1
center,1
pulses,1
sweats,1
breathes,1
Alive,1
us,1
all,1
