,frequency
I,22
think,2
that,11
men,1
when,1
they,2
are,1
first,1
introduced,1
to,15
me,4
forget,1
am,7
a,23
woman,4
It,1
is,8
easy,1
for,9
them,1
see,1
as,2
the,11
embodiment,1
of,9
label,1
definition,1
They,1
know,2
everything,1
there,1
about,2
my,10
life,7
because,1
call,1
myself,1
feminist,2
Assumptions,1
get,1
made,2
at,4
drop,1
hat,1
most,1
definately,1
man,4
hater,1
probably,1
lesbian,1
and,11
it,3
incredibly,1
suspect,1
have,3
good,2
healthy,1
relationship,1
with,1
father,1
If,1
were,1
place,1
an,1
open,4
advertisement,1
partner,1
would,1
read,1
single,2
minded,2
slightly,1
dorky,1
academic,1
type,2
seeks,1
funny,1
long,1
commitment,1
which,1
will,4
include,1
evenings,1
intellectual,1
ramblings,1
on,2
theory,1
very,1
bad,1
cooking,1
obsessive,1
devotion,1
art,1
shagging,1
cat,1
hair,1
covers,1
every,1
conceivable,1
surface,1
eventual,1
birth,1
children,1
house,1
by,3
sea,1
who,8
stand,1
your,1
side,2
no,1
matter,1
what,1
throws,1
you,1
too,1
honest,2
own,3
Most,2
women,1
hide,1
those,1
dark,1
parts,1
waiting,1
moment,1
reveal,1
thier,1
true,1
nature,1
do,3
not,6
live,1
in,4
such,1
manipulative,1
fashion,1
chosing,1
instead,1
be,3
completely,1
better,1
worse,1
believe,1
artificial,1
dislike,1
artifice,1
creates,1
disdain,1
dating,2
In,2
mind,1
experience,1
fake,1
want,9
romantic,1
illusion,1
real,1
person,2
share,1
someone,4
forgets,1
leave,1
toilet,1
seat,1
down,1
can,1
laugh,1
his,1
mistakes,1
weaknesses,1
thinks,1
beautiful,1
without,1
make,1
up,1
understands,2
kissing,1
prelude,1
sex,1
but,2
pleasure,1
explored,1
enjoyed,1
its,1
merit,1
run,1
out,1
door,1
chose,1
stay,1
morning,1
after,1
we,1
love,2
passion,1
truth,1
afraid,1
all,1
strong,1
willed,1
take,2
charge,1
opinionated,1
refuse,1
doormate,1
however,1
end,1
day,1
come,1
home,1
care,1
word,1
acceptance,1
