,frequency
Sunday,2
evening,1
I,19
went,1
to,9
church,5
for,6
the,29
first,2
time,3
since,1
my,11
confirmation,1
in,6
June,1
It,8
is,11
pathetic,1
and,14
sad,1
how,1
distracted,1
became,3
this,6
past,1
summer,1
Lust,1
overcame,1
heart,1
pulled,1
away,1
from,2
Godde,3
deserting,1
faith,4
simple,2
pleasures,1
of,13
skin,1
Yet,1
when,5
inevitable,1
happened,1
that,9
man,1
disappeared,1
life,2
found,1
myself,1
clinging,1
like,2
a,9
raft,1
glue,1
she,1
held,1
me,7
together,3
during,2
horrible,1
felt,2
him,1
slip,1
through,3
fingers,1
continues,1
hold,1
as,3
am,2
writing,1
these,1
words,1
coming,1
home,2
received,3
communion,4
could,2
feel,2
overwhelming,1
sense,1
purpose,1
direction,1
flood,1
body,3
melting,1
into,3
soul,1
When,2
tasted,1
bread,3
months,2
it,5
had,1
dry,1
bitter,1
flavor,1
but,2
connected,1
with,3
others,1
drank,1
wine,3
blood,3
Christ,3
renewing,1
strenghtening,1
preparing,1
road,1
ahead,1
Catholics,1
believe,1
Eucharist,6
involves,1
process,1
transubstantiation,1
where,1
are,3
literally,1
Episcopalians,2
recognize,1
belief,1
tend,1
view,1
symbolic,1
act,2
rather,1
than,1
literal,1
one,2
In,1
opinion,1
Christianity,1
about,1
blessing,2
sacrament,1
Long,1
before,2
there,2
were,2
numerous,1
denominations,1
early,1
Christians,3
meeting,1
secret,1
receive,1
They,1
risked,1
persecution,1
even,3
martyrs,1
The,3
an,4
invisible,1
rope,1
acknowledgement,1
sacrifice,1
binds,2
another,1
Growing,1
up,1
Southern,1
Baptist,1
tradition,1
two,1
services,2
year,1
Christmas,1
Easter,1
never,1
considered,1
be,1
active,1
part,2
started,1
attending,1
at,2
Episcopal,1
thought,1
strange,1
every,1
single,1
without,1
fail,1
Now,1
can,1
no,1
longer,1
imagine,1
going,1
not,1
receiving,1
go,1
out,1
world,2
ultimate,1
business,1
card,1
please,1
take,1
our,1
Savior,1
you,3
His,1
yours,1
if,2
wish,1
carry,1
inside,1
incredible,1
gift,1
This,1
reason,1
Christian,2
brought,1
comfort,1
relationship,1
Gene,1
was,1
falling,1
apart,2
know,1
number,1
theological,1
interpretations,1
within,1
wide,1
community,2
so,1
many,1
times,1
seems,1
will,1
fall,1
what,2
us,1
face,1
adversity,1
change,1
integral,1
brings,1
back,1
after,1
they,1
have,1
been,1
gone,1
days,1
weeks,1
years,1
