,frequency
A,1
couple,1
of,15
years,3
ago,1
I,14
wrote,2
a,29
short,1
story,4
entitled,1
Faith,1
is,8
Funny,1
Thing,1
this,2
at,4
time,2
in,11
my,6
life,2
when,1
quest,1
for,3
spiritual,3
direction,1
was,6
beginning,1
to,15
resemble,1
fruitless,1
search,1
needle,1
haystack,1
In,3
the,21
young,1
woman,1
find,2
solace,1
dusty,1
cathedral,1
very,1
institution,1
that,19
she,2
spent,1
denouncing,1
It,1
piece,1
would,1
foreshadow,1
return,2
church,4
come,1
pilgrim,1
span,1
decade,1
researching,1
and,15
practicing,1
variety,1
religions,2
attended,2
service,1
Jewish,1
synagogue,1
read,1
Thich,1
Nhat,1
Hanh,1
s,3
Living,2
Buddha,1
Christ,1
held,1
full,1
moon,1
ritual,1
living,1
room,1
Catholic,1
Mass,1
on,5
Sunday,1
afternoon,1
Yann,1
Martel,1
The,3
Life,1
Pi,5
main,1
character,1
practices,1
multiplicity,1
sees,1
no,3
conflict,1
his,2
syncretism,1
Halfway,1
through,2
book,1
family,1
are,6
walking,1
town,1
approached,1
by,1
leaders,2
local,1
temple,1
mosque,1
Each,1
leader,1
tells,1
he,3
must,1
chose,1
religion,1
practice,2
He,2
can,2
be,2
devout,1
Hindu,1
Christian,6
or,1
Muslim,1
but,2
not,3
all,2
three,1
faiths,1
same,1
remarks,1
wants,1
do,1
love,4
God,1
speechless,1
simplicity,1
statement,1
tell,2
people,1
them,1
am,4
because,1
conversation,1
had,1
with,1
Pagan,1
My,2
good,1
friend,1
Loria,1
listened,1
me,3
rant,1
about,3
crisis,1
until,2
finally,1
told,1
there,2
shame,1
being,2
She,2
reminded,1
lot,1
interpretations,1
what,3
it,3
means,1
Jesus,2
profound,1
teacher,1
prophet,1
great,1
deal,1
beauty,1
remains,1
tradition,1
You,1
just,2
have,1
community,1
you,1
feel,1
comfortable,1
attending,1
did,1
an,2
Episcopalian,1
open,1
minded,1
syncretic,1
goddess,1
loving,1
liberal,1
Celtic,2
Buddhist,2
believe,2
sent,1
Earth,1
teach,1
inspire,1
humankind,1
Godde,3
both,1
masculine,1
feminine,1
resides,1
every,1
single,1
heart,2
beats,1
planet,1
addicted,1
Sufi,1
poetry,1
philosophy,1
rituals,1
Religion,1
faith,2
rules,1
road,1
travels,1
If,1
our,1
motive,1
regardless,1
form,1
spirit,1
takes,1
then,1
does,2
really,1
matter,2
how,2
we,1
go,1
expressing,1
answer,1
Rituals,1
words,1
theology,1
wonderful,1
things,1
they,1
begin,1
place,1
limitations,1
person,2
soul,1
end,1
matters,1
most,1
uses,1
their,2
world,1
Their,1
actions,1
towards,1
other,1
human,1
beings,1
reflection,1
interpretation,1
rest,1
ashes,1
dust,1
