,frequency
For,1
the,24
love,3
of,22
God,1
is,14
broader,1
that,29
measure,1
mind,1
And,1
heart,1
Eternal,1
most,1
wonderfully,1
kind,2
Our,1
Lady,1
Mount,1
Carmel,1
Hymn,1
Michael,6
was,9
first,1
openly,1
gay,4
man,6
I,18
met,1
in,9
life,4
Every,1
day,1
after,2
World,1
Literature,1
we,4
would,2
walk,1
to,15
college,1
cafeteria,1
and,19
eat,1
lunch,1
together,1
sometimes,1
studying,1
for,7
a,16
test,1
but,3
mostly,1
discussed,1
his,3
sexuality,1
faith,3
curious,1
about,7
him,3
how,2
he,10
could,2
be,5
both,1
Christian,2
grew,1
up,2
Southern,1
Baptist,1
tradition,1
labeled,1
homosexuals,1
as,2
deviants,1
who,3
were,1
out,1
corrupt,1
Godde,9
fearing,1
people,4
Listening,1
learning,1
through,1
eyes,1
scared,1
adults,1
anything,1
everything,1
can,1
painted,1
black,1
or,4
white,1
right,1
wrong,1
good,1
evil,1
When,1
you,5
are,3
child,1
it,7
hard,1
see,1
world,2
comprised,1
multiple,1
shades,1
grey,1
Therefore,1
easy,2
too,1
judge,1
others,1
their,1
differences,1
because,2
not,4
yet,1
comfortable,1
your,3
own,1
skin,1
At,1
time,2
when,2
advocating,2
at,4
top,1
my,6
lungs,1
against,1
institutionalized,1
Christianity,1
favor,1
church,3
It,2
baffled,1
me,8
did,2
consider,1
paradox,1
contradiction,1
an,3
oxy,1
moron,1
understand,1
support,1
participate,1
institution,1
stated,1
hated,1
loved,1
told,2
believed,1
merciful,1
loving,1
rather,1
than,1
vindictive,1
deity,1
pissed,1
Sometimes,1
charge,1
religion,1
said,1
get,1
so,1
wrapped,1
rules,1
they,1
forget,1
message,3
The,1
Christ,1
ultimately,1
fellow,1
A,1
few,1
weeks,1
later,1
broke,1
down,2
another,1
barrier,1
prejuidice,1
resided,1
inside,1
He,1
HIV,1
positive,1
remember,1
had,1
been,1
sharing,1
basket,1
french,1
fries,1
paralyzed,1
with,4
fear,2
thought,2
contracting,1
disease,1
Now,1
realize,1
naive,1
foolish,1
altering,1
experience,1
showed,1
sleep,1
insignificant,1
grand,1
scheme,1
never,2
saw,1
semester,1
tried,1
track,1
several,1
times,1
succeeded,1
have,4
moments,1
wonder,2
if,1
even,1
still,1
walking,1
among,1
us,2
am,2
convinced,1
angel,1
messenger,1
sent,2
by,4
teach,2
compassion,1
honesty,1
In,1
light,1
recent,1
events,1
taken,1
place,1
within,1
community,1
friendship,1
more,2
often,1
what,1
think,1
all,3
this,3
controversy,1
surrounding,1
wants,1
bring,1
closer,1
To,2
clear,1
places,1
our,2
lives,1
inspire,1
make,1
better,1
human,1
beings,1
does,1
discriminate,1
very,1
proud,1
Episcopal,1
recognizing,1
truth,1
ordaining,1
Gene,2
Robinson,2
will,3
stand,1
regardless,1
political,1
ramifications,1
come,1
from,2
decision,1
firm,1
belief,1
eventually,1
answer,1
actions,1
individuals,1
quick,1
suggest,1
punished,1
relationship,1
may,1
remind,1
casting,1
judgement,1
also,1
considered,1
sin,1
Instead,1
pointing,1
fingers,1
learn,1
Open,1
hearts,1
embrace,1
being,1
