,frequency
I,16
believe,5
in,8
things,1
that,8
cannot,2
see,1
with,2
my,5
eyes,1
hold,2
stock,1
importance,1
and,11
prominence,1
the,15
rest,1
of,15
senses,1
touch,1
taste,1
hear,1
smell,1
Yesterday,1
celebrated,1
birth,1
a,6
miraculous,1
man,2
prove,1
he,2
was,1
son,1
Godde,4
but,3
feel,1
particular,1
truth,2
down,1
depths,1
bones,1
However,1
is,2
not,3
only,2
which,1
nor,1
does,1
belief,1
him,1
negate,1
or,2
make,1
impossible,1
existence,2
other,1
esteemable,1
tenants,1
consider,1
myself,1
Celtic,2
Christo,1
Episco,1
Pagan,1
who,2
follows,1
teachings,1
Jesus,1
pays,1
homage,1
to,5
Goddess,1
faeries,1
Santa,1
Claus,1
elves,1
unicorns,1
all,2
forms,1
magic,1
can,3
be,3
found,2
by,3
paying,1
attention,1
listening,1
child,1
like,1
voice,2
lives,1
inside,1
me,1
has,1
potential,1
disappear,1
if,1
we,1
human,1
beings,1
do,1
guard,1
it,1
care,1
love,1
words,1
Buddha,1
close,1
heart,1
have,1
penchant,1
for,3
Islamic,1
spiritual,1
poetry,1
follow,1
religious,1
path,2
ancient,1
Church,1
use,1
rosary,1
prayer,1
meditation,1
evil,1
exists,1
also,1
overwhelming,1
nature,1
Good,1
speaks,1
every,3
woman,1
through,1
race,1
religion,1
creed,1
reserved,1
one,2
nation,1
brand,1
theology,1
embraces,1
embraced,1
walk,1
this,1
planet,1
Beauty,1
happiness,1
fulfillment,1
tradition,1
Regardless,1
your,1
wish,1
you,1
Blessed,1
Christmas,1
Happy,1
New,1
Year,1
