,word,stem
0,urlLink,urllink
1,Mars,mar
2,Attacks,attack
3,Yesterday,yesterday
4,armed,arm
5,forces,forc
6,took,took
7,advantage,advantag
8,close,close
9,proximity,proxim
10,two,two
11,worlds,world
12,staged,stage
13,attempted,attempt
14,invasion,invas
15,Earth,earth
16,The,the
17,attack,attack
18,began,began
19,England,england
20,New,new
21,Jersey,jersey
22,spread,spread
23,parts,part
24,globe,globe
25,occupants,occup
26,several,sever
27,cylinders,cylind
28,landing,land
29,southern,southern
30,California,california
31,destroyed,destroy
32,upscale,upscal
33,neighborhoods,neighborhood
34,obtaining,obtain
35,drivers,driver
36,licenses,licens
37,registering,regist
38,vote,vote
39,Several,sever
40,State,state
41,Department,depart
42,officials,offici
43,profess,profess
44,primary,primari
45,task,task
46,seek,seek
47,understand,understand
48,Martians,martian
49,hate,hate
50,us,us
51,Some,some
52,posit,posit
53,simply,simpli
54,reacting,react
55,American,american
56,imperialism,imperi
57,threatens,threaten
58,Lunar,lunar
59,independence,independ
60,Noam,noam
61,Chomsky,chomski
62,warned,warn
63,escalating,escal
64,tensions,tension
65,via,via
