,word,lemma
0,urlLink,urllink
1,Free,free
2,Meat,meat
3,Brother,brother
4,Ellis,elli
5,Freeman,freeman
6,The,the
7,easiest,easiest
8,way,way
9,read,read
10,paper,paper
11,Every,everi
12,day,day
13,people,peopl
14,looking,look
15,give,give
16,away,away
17,dogs,dog
18,cats,cat
19,kinds,kind
20,animals,anim
21,That,that
22,God,god
23,saying,say
24,meat,meat
25,Godly,godli
26,home,home
27,All,all
28,want,want
29,get,get
30,rid,rid
31,If,If
32,look,look
33,lot,lot
34,even,even
35,find,find
36,pot,pot
37,bellied,belli
38,pigs,pig
39,goats,goat
40,sometimes,sometim
41,Rabbits,rabbit
42,easy,easi
43,summer,summer
44,since,sinc
45,around,around
46,Easter,easter
47,tired,tire
48,keeping,keep
