,word,lemma
0,Ok,Ok
1,quite,quit
2,old,old
3,supposedly,supposedli
4,people,peopl
5,urlLink,urllink
6,real,real
7,dirt,dirt
8,Apple,appl
9,Cinema,cinema
10,Displays,display
11,While,while
12,sizes,size
13,seem,seem
14,right,right
15,well,well
16,resolutions,resolut
17,couple,coupl
18,things,thing
19,common,common
20,sense,sens
21,state,state
22,work,work
23,First,first
24,switching,switch
25,ADC,adc
26,Display,display
27,Connector,connector
28,DVI,dvi
29,I,I
30,think,think
31,really,realli
32,likes,like
33,slick,slick
34,wires,wire
35,possible,possibl
36,With,with
37,dropping,drop
38,lose,lose
39,Video,video
40,Power,power
41,USB,usb
42,one,one
43,cable,cabl
44,So,So
45,would,would
46,go,go
47,1,1
48,3,3
49,cables,cabl
50,Which,which
51,brings,bring
52,next,next
53,point,point
54,2,2
55,firewire,firewir
56,ports,port
57,How,how
58,since,sinc
59,carry,carri
60,signal,signal
61,neither,neither
62,Firewire,firewir
63,4,4
64,coming,come
65,display,display
66,Bleh,bleh
67,mind,mind
68,many,mani
69,features,featur
70,see,see
71,happening,happen
