,word,stem
0,This,thi
1,one,one
2,Dad,dad
3,I,I
4,want,want
5,talk,talk
6,censorship,censorship
7,happens,happen
8,get,get
9,home,home
10,hard,hard
11,day,day
12,find,find
13,father,father
14,left,left
15,message,messag
16,machine,machin
17,telling,tell
18,read,read
19,website,websit
20,thinks,think
21,using,use
22,f,f
23,word,word
24,make,make
25,point,point
26,inappropriate,inappropri
27,If,If
28,person,person
29,would,would
30,launch,launch
31,lecture,lectur
32,right,right
33,free,free
34,speech,speech
35,assembly,assembl
36,academic,academ
37,concept,concept
38,language,languag
39,reclamation,reclam
40,However,howev
41,confrontation,confront
42,seems,seem
43,difficult,difficult
44,daddy,daddi
45,little,littl
46,girl,girl
47,long,long
48,feminist,feminist
49,When,when
50,plant,plant
51,feet,feet
52,heart,heart
53,mind,mind
54,soul,soul
55,banner,banner
56,feminism,femin
57,loving,love
58,men,men
59,reaches,reach
60,level,level
61,frustration,frustrat
62,unparallel,unparallel
63,experience,experi
64,There,there
65,great,great
66,number,number
67,continue,continu
68,identify,identifi
69,anti,anti
70,male,male
71,campaign,campaign
72,lie,lie
73,The,the
74,complexity,complex
75,relationship,relationship
76,play,play
77,simultaneous,simultan
78,roles,role
79,longer,longer
80,role,role
81,dutiful,duti
82,daughter,daughter
83,woman,woman
84,inside,insid
85,demanding,demand
86,justice,justic
87,pretend,pretend
88,paragon,paragon
89,perfection,perfect
90,humans,human
91,flawed,flaw
92,For,for
93,thought,thought
94,walked,walk
95,water,water
96,lesson,lesson
97,learn,learn
98,discover,discov
99,disappointment,disappoint
100,man,man
101,gave,gave
102,life,life
103,sorry,sorri
104,disappointed,disappoint
105,think,think
106,hypocrisy,hypocrisi
107,lifestyle,lifestyl
108,use,use
109,vulgar,vulgar
110,call,call
111,Christian,christian
112,censor,censor
113,anyone,anyon
114,especially,especi
115,You,you
116,taught,taught
117,strong,strong
118,never,never
119,settle,settl
120,always,alway
121,true,true
122,believe,believ
123,could,could
124,anything,anyth
125,put,put
126,Now,now
127,way,way
128,conduct,conduct
129,even,even
130,though,though
131,verbalize,verbal
132,insinuation,insinu
133,adore,ador
134,world,world
135,ashamed,asham
136,That,that
137,bitter,bitter
138,pill,pill
139,swallow,swallow
140,ardent,ardent
141,still,still
142,remember,rememb
143,felt,felt
144,like,like
145,pride,pride
146,joy,joy
147,sounds,sound
148,selfish,selfish
149,ears,ear
150,hurts,hurt
151,consider,consid
152,possibility,possibl
153,feelings,feel
154,present,present
