,word,stem
0,heather,heather
1,citation,citat
2,salon,salon
3,article,articl
4,dean,dean
5,nader,nader
6,premium,premium
7,might,might
8,want,want
9,see,see
10,link,link
11,via,via
12,main,main
13,NPR,npr
14,site,site
15,since,sinc
16,hosted,host
17,blast,blast
18,hanging,hang
19,last,last
20,night,night
21,look,look
22,forward,forward
23,seeing,see
24,soon,soon
25,love,love
26,daniel,daniel
27,urlLink,urllink
28,http,http
29,www,www
30,npr,npr
31,org,org
32,features,featur
33,feature,featur
34,php,php
35,wfId,wfid
36,3262027,3262027
