,word,stem
0,one,one
1,although,although
2,blood,blood
3,sugars,sugar
4,hereafter,hereaft
5,known,known
6,BS,BS
7,pretty,pretti
8,close,close
9,normal,normal
10,pressure,pressur
11,well,well
12,pulse,puls
13,rate,rate
14,Im,Im
15,pissed,piss
16,body,bodi
17,missing,miss
18,meds,med
19,even,even
20,low,low
21,carb,carb
22,intake,intak
23,causes,caus
24,major,major
25,spikes,spike
26,losing,lose
27,weight,weight
28,none,none
29,changes,chang
30,improved,improv
31,housekeeping,housekeep
32,skills,skill
33,bad,bad
34,day,day
35,30,30
36,avg,avg
37,110,110
