,word,stem
0,Ok,Ok
1,let,let
2,play,play
3,numbers,number
4,Here,here
5,current,current
6,urlLink,urllink
7,WRC,wrc
8,standings,stand
9,57,57
10,pts,pt
11,Richard,richard
12,Burns,burn
13,55,55
14,Sebastien,sebastien
15,Loeb,loeb
16,53,53
17,Carlos,carlo
18,Sainz,sainz
19,48,48
20,Petter,petter
21,Solberg,solberg
22,43,43
23,Markko,markko
24,Martin,martin
25,38,38
26,Marcus,marcu
27,Gronholm,gronholm
28,downward,downward
29,slope,slope
30,If,If
31,performance,perform
32,Italy,itali
33,indication,indic
34,desire,desir
35,win,win
36,championship,championship
37,write,write
38,Expect,expect
39,score,score
40,maybe,mayb
41,8,8
42,points,point
43,last,last
44,three,three
45,rallies,ralli
46,hot,hot
47,also,also
48,inexperienced,inexperienc
49,His,hi
50,car,car
51,sick,sick
52,avoid,avoid
53,major,major
54,retirement,retir
55,Britain,britain
56,going,go
57,pull,pull
58,least,least
59,15,15
60,experienced,experienc
61,drop,drop
62,without,without
63,fight,fight
64,He,He
65,partake,partak
66,gambling,gambl
67,consistant,consist
68,I,I
69,give,give
70,12,12
71,knows,know
72,needs,need
73,serious,seriou
74,vault,vault
75,twist,twist
76,natural,natur
77,talent,talent
78,desperation,desper
79,At,At
80,two,two
81,early,earli
82,retirements,retir
83,keep,keep
84,final,final
85,destroy,destroy
86,next,next
87,first,first
88,second,second
89,place,place
90,finish,finish
91,The,the
92,rally,ralli
93,Great,great
94,decide,decid
95,retired,retir
96,another,anoth
97,third,third
98,race,race
99,season,season
100,70,70
101,69,69
102,65,65
103,64,64
104,56,56
105,44,44
106,You,you
107,heard,heard
