,word,lemma
0,urlLink,urllink
1,The,the
2,Mind,mind
3,Has,ha
4,No,No
5,Firewall,firewal
6,scientists,scientist
7,searching,search
8,electromagnetic,electromagnet
9,sonic,sonic
10,spectrums,spectrum
11,wavelengths,wavelength
12,affect,affect
13,human,human
14,behavior,behavior
15,A,A
16,recent,recent
17,Russian,russian
18,military,militari
19,article,articl
20,offered,offer
21,slightly,slightli
22,different,differ
23,slant,slant
24,problem,problem
25,declaring,declar
26,humanity,human
27,stands,stand
28,brink,brink
29,psychotronic,psychotron
30,war,war
31,mind,mind
32,body,bodi
33,focus,focu
34,That,that
35,discussed,discuss
36,international,intern
37,attempts,attempt
38,control,control
39,psycho,psycho
40,physical,physic
41,condition,condit
42,man,man
43,decisionmaking,decisionmak
44,processes,process
45,use,use
46,VHF,vhf
47,generators,gener
48,noiseless,noiseless
49,cassettes,cassett
50,technologies,technolog
51,An,An
52,entirely,entir
53,new,new
54,arsenal,arsen
55,weapons,weapon
56,based,base
57,devices,devic
58,designed,design
59,introduce,introduc
60,subliminal,sublimin
61,messages,messag
62,alter,alter
63,psychological,psycholog
64,data,data
65,processing,process
66,capabilities,capabl
67,might,might
68,used,use
69,incapacitate,incapacit
70,individuals,individu
71,These,these
72,aim,aim
73,psyche,psych
74,attack,attack
75,various,variou
76,sensory,sensori
77,systems,system
78,organism,organ
79,In,In
80,cases,case
81,goal,goal
82,confuse,confus
83,destroy,destroy
84,signals,signal
85,normally,normal
86,keep,keep
87,equilibrium,equilibrium
88,via,via
