,word,lemma
0,Turn,turn
1,ons,on
2,I,I
3,hiking,hike
4,bicycling,bicycl
5,long,long
6,walks,walk
7,beach,beach
8,types,type
9,heavy,heavi
10,protective,protect
11,clothing,cloth
12,rubber,rubber
13,Like,like
14,industrial,industri
15,chemical,chemic
16,suits,suit
17,dive,dive
18,gear,gear
19,hardhat,hardhat
20,silver,silver
21,firesuits,firesuit
22,including,includ
23,aluminized,alumin
24,overcover,overcov
25,HazMat,hazmat
26,gloves,glove
27,boots,boot
28,masks,mask
29,Also,also
30,love,love
31,wear,wear
32,nbc,nbc
33,military,militari
34,M17a,m17a
35,M42,m42
36,MCU2P,mcu2p
37,full,full
38,face,face
39,mask,mask
40,urlLink,urllink
41,Call,call
42,via,via
