,word,lemma
0,urlLink,urllink
1,Professor,professor
2,exposes,expos
3,aliens,alien
4,among,among
5,us,us
6,Dr,Dr
7,Trundle,trundl
8,paints,paint
9,virtual,virtual
10,Men,men
11,Black,black
12,picture,pictur
13,ET,ET
14,scene,scene
15,several,sever
16,species,speci
17,visiting,visit
18,earth,earth
19,human,human
20,form,form
21,But,but
22,There,there
23,benign,benign
24,scenarios,scenario
25,might,might
26,seen,seen
27,anthropologists,anthropologist
28,coming,come
29,curiosity,curios
30,said,said
31,Then,then
32,threatening,threaten
33,scenario,scenario
34,studying,studi
35,see,see
36,habitable,habit
37,An,An
38,even,even
39,worrisome,worrisom
40,possibility,possibl
41,hybrid,hybrid
42,program,program
43,sexually,sexual
44,mating,mate
45,humans,human
46,strengthen,strengthen
47,via,via
