,word,stem
0,urlLink,urllink
1,Reuters,reuter
2,Latest,latest
3,Financial,financi
4,News,new
5,Full,full
6,Coverage,coverag
7,No,No
8,charge,charg
9,Kilroy,kilroy
10,Silk,silk
11,anti,anti
12,Arab,arab
13,piece,piec
14,Fri,fri
15,2,2
16,July,juli
17,2004,2004
18,10,10
19,54,54
20,LONDON,london
21,Robert,robert
22,former,former
23,talk,talk
24,show,show
25,host,host
26,European,european
27,Parliament,parliament
28,member,member
29,United,unit
30,Kingdom,kingdom
31,Independence,independ
32,Party,parti
33,UKIP,ukip
34,charged,charg
35,newspaper,newspap
36,article,articl
37,condemning,condemn
38,Arabs,arab
39,The,the
40,Crown,crown
41,Prosecution,prosecut
42,Service,servic
43,said,said
44,Friday,friday
45,advised,advis
46,police,polic
47,action,action
48,taken,taken
49,published,publish
50,January,januari
51,In,In
52,column,column
53,headlined,headlin
54,We,We
55,owe,owe
56,nothing,noth
57,wrote,wrote
58,What,what
59,think,think
60,feel,feel
61,admire,admir
62,suicide,suicid
63,bombers,bomber
64,limb,limb
65,amputators,amput
66,women,women
67,repressors,repressor
