,word,lemma
0,THE,the
1,LAST,last
2,WORD,word
3,Even,even
4,I,I
5,reach,reach
6,door,door
7,drama,drama
8,continues,continu
9,train,train
10,whistle,whistl
11,blow,blow
12,outside,outsid
13,window,window
14,cried,cri
15,raced,race
16,catch,catch
17,5,5
18,40,40
19,Why,whi
20,dramatic,dramat
21,said,said
22,Heather,heather
23,way,way
24,Train,train
25,blows,blow
26,last,last
27,time,time
28,meaning,mean
29,goodbye,goodby
30,choosing,choos
31,What,what
32,healing,heal
33,forms,form
34,take,take
35,place,place
36,warm,warm
37,bath,bath
38,peace,peac
39,little,littl
40,gentle,gentl
41,put,put
42,grief,grief
43,Back,back
44,box,box
45,hum,hum
46,computer,comput
47,planes,plane
48,overhead,overhead
49,dancing,danc
50,low,low
51,light,light
52,flannel,flannel
53,skin,skin
54,breathing,breath
55,latched,latch
56,man,man
57,cage,cage
58,There,there
59,combination,combin
60,love,love
61,lock,lock
62,cut,cut
63,guard,guard
64,protect,protect
65,palace,palac
66,curiosity,curios
67,learned,learn
68,art,art
69,questioning,question
70,witness,wit
71,vicarious,vicari
72,observation,observ
73,eating,eat
74,emotions,emot
75,dipping,dip
76,bread,bread
77,licking,lick
78,fingers,finger
79,clean,clean
80,thing,thing
81,close,close
82,easy,easi
83,spot,spot
84,amindst,amindst
85,blackness,black
86,eyelid,eyelid
87,curtains,curtain
88,drawn,drawn
89,Ignite,ignit
90,flame,flame
91,sparks,spark
92,wheels,wheel
93,braking,brake
94,every,everi
95,inside,insid
96,awakening,awaken
97,This,thi
98,one,one
99,write,write
100,shallow,shallow
101,cave,cave
102,doubt,doubt
103,webs,web
104,extending,extend
105,across,across
106,space,space
107,death,death
108,doorframe,doorfram
109,Damn,damn
110,water,water
111,drowns,drown
112,air,air
113,suffocates,suffoc
114,fire,fire
115,leaving,leav
116,ash,ash
117,earth,earth
118,bear,bear
119,burdens,burden
120,count,count
121,weight,weight
122,boxes,box
123,shackled,shackl
124,ankles,ankl
125,afraid,afraid
126,Step,step
127,demand,demand
128,rightful,right
129,Empty,empti
130,barrels,barrel
131,regret,regret
132,shame,shame
133,Throw,throw
134,wind,wind
135,You,you
136,never,never
137,right,right
138,And,and
139,stamp,stamp
140,feet,feet
141,scream,scream
142,maybe,mayb
143,leave,leav
144,alone,alon
145,want,want
146,stepping,step
147,aside,asid
148,Sorry,sorri
149,China,china
150,prophesies,prophesi
151,fulfilled,fulfil
152,tell,tell
153,story,stori
154,nothingness,nothing
155,remember,rememb
156,nothing,noth
157,gesso,gesso
158,canvas,canva
159,press,press
160,delete,delet
161,button,button
162,move,move
163,well,well
164,think,think
165,hurts,hurt
166,moment,moment
167,blame,blame
168,moon,moon
169,truth,truth
170,known,known
171,named,name
172,missing,miss
173,picture,pictur
174,images,imag
175,electrons,electron
176,flash,flash
177,burn,burn
178,oblivion,oblivion
179,soup,soup
