,word,stem
0,urlLink,urllink
1,Department,depart
2,Religion,religion
3,Graduate,graduat
4,Program,program
5,Application,applic
6,dates,date
7,deadlines,deadlin
8,The,the
9,department,depart
10,admits,admit
11,students,student
12,year,year
13,following,follow
14,fall,fall
15,semester,semest
16,Applications,applic
17,spring,spring
18,admission,admiss
19,allowed,allow
20,discouraged,discourag
21,deadline,deadlin
22,materials,materi
23,submitted,submit
24,consideration,consider
25,November,novemb
26,15,15
27,submission,submiss
28,including,includ
29,financial,financi
30,aid,aid
31,admissions,admiss
32,January,januari
33,Applicants,applic
34,notified,notifi
35,action,action
36,taken,taken
37,end,end
38,first,first
39,two,two
40,weeks,week
41,April,april
42,Students,student
43,ensure,ensur
44,take,take
45,GRE,gre
46,examinations,examin
47,later,later
48,preceding,preced
49,December,decemb
