,word,lemma
0,urlLink,urllink
1,Mitsubishi,mitsubishi
2,announces,announc
3,Lancer,lancer
4,WRC04,wrc04
5,After,after
6,taking,take
7,year,year
8,rallying,ralli
9,returned,return
10,radical,radic
11,new,new
12,vehicle,vehicl
13,enter,enter
14,04,04
15,WRC,wrc
16,season,season
17,The,the
18,overall,overal
19,body,bodi
20,shape,shape
21,remained,remain
22,similar,similar
23,previous,previou
24,Mitsu,mitsu
25,cars,car
26,underlying,underli
27,construction,construct
28,components,compon
29,technologies,technolog
30,radically,radic
31,different,differ
32,Personally,person
33,I,I
34,fan,fan
35,looks,look
36,car,car
37,definitely,definit
38,see,see
39,would,would
40,aerodynamic,aerodynam
41,last,last
42,model,model
43,needed,need
44,make,make
45,sacrifices,sacrific
46,visual,visual
47,appeal,appeal
48,area,area
49,There,there
50,another,anoth
51,small,small
52,picture,pictur
53,design,design
54,available,avail
55,official,offici
56,site,site
