,word,stem
0,I,I
1,came,came
2,twice,twice
3,since,sinc
4,last,last
5,wrote,wrote
6,topic,topic
7,mind,mind
8,voice,voic
9,words,word
10,give,give
11,contextual,contextu
12,meaning,mean
13,What,what
14,write,write
15,space,space
16,Should,should
17,tell,tell
18,ex,ex
19,boyfriend,boyfriend
20,memory,memori
21,continues,continu
22,break,break
23,even,even
24,abdicated,abdic
25,love,love
26,discuss,discuss
27,weather,weather
28,change,chang
29,colors,color
30,climate,climat
31,Perhaps,perhap
32,could,could
33,indecisiveness,indecis
34,regarding,regard
35,future,futur
36,professional,profession
37,personal,person
38,With,with
39,passing,pass
40,day,day
41,becoming,becom
42,introvert,introvert
43,shy,shi
44,world,world
45,enjoy,enjoy
46,new,new
47,found,found
48,solitude,solitud
49,would,would
50,lying,lie
51,admit,admit
52,times,time
53,loneliness,loneli
54,hits,hit
55,hard,hard
56,There,there
57,wish,wish
58,companion,companion
59,preferably,prefer
60,male,male
61,variety,varieti
62,want,want
63,man,man
64,life,life
65,sex,sex
66,romantic,romant
67,friendship,friendship
68,need,need
69,strong,strong
70,arms,arm
71,hold,hold
72,fully,fulli
73,aware,awar
74,faults,fault
75,stubborn,stubborn
76,tempermental,temperment
77,loud,loud
78,obsessive,obsess
79,compulsive,compuls
80,hopeless,hopeless
81,passionate,passion
82,almost,almost
83,point,point
84,militant,milit
85,certain,certain
86,issues,issu
87,problem,problem
88,expressing,express
89,opinion,opinion
90,individual,individu
91,crowd,crowd
92,people,peopl
93,emotional,emot
94,eater,eater
95,vulgar,vulgar
96,sense,sens
97,humor,humor
98,tendency,tendenc
99,use,use
100,excessive,excess
101,amounts,amount
102,profanity,profan
103,given,given
104,situation,situat
105,picky,picki
106,spelling,spell
107,punctuation,punctuat
108,style,style
109,For,for
110,many,mani
111,good,good
112,qualities,qualiti
113,intelligent,intellig
114,mean,mean
115,research,research
116,paper,paper
117,try,tri
118,see,see
119,beauty,beauti
120,everything,everyth
121,faith,faith
122,like,like
123,back,back
124,community,commun
125,make,make
126,better,better
127,place,place
128,live,live
129,especially,especi
130,women,women
131,children,children
132,role,role
133,model,model
134,young,young
135,girls,girl
136,searching,search
137,idenity,iden
138,crazy,crazi
139,messed,mess
140,compassionate,compassion
141,giving,give
142,put,put
143,friendships,friendship
144,relationships,relationship
145,Of,Of
146,course,cours
147,individuals,individu
148,argue,argu
149,negative,neg
150,quality,qualiti
151,Screw,screw
152,honest,honest
153,Also,also
154,may,may
155,never,never
156,win,win
157,Miss,miss
158,America,america
159,pagent,pagent
160,know,know
161,weight,weight
162,lose,lose
163,believe,believ
164,eyes,eye
165,look,look
166,mirror,mirror
167,valuable,valuabl
168,woman,woman
169,posesses,posess
170,inward,inward
171,perfect,perfect
172,worth,worth
