,word,lemma
0,UNWRAPPED,unwrap
1,Yesterday,yesterday
2,afternoon,afternoon
3,weeded,weed
4,first,first
5,garden,garden
6,tilled,till
7,soil,soil
8,Now,now
9,breath,breath
10,take,take
11,greater,greater
12,symbol,symbol
13,jumping,jump
14,plane,plane
15,Your,your
16,fingers,finger
17,touch,touch
18,mine,mine
19,perfect,perfect
20,fit,fit
21,palms,palm
22,together,togeth
23,two,two
24,breaths,breath
25,finding,find
26,rhythm,rhythm
27,Each,each
28,day,day
29,unwrapped,unwrap
30,contents,content
31,spill,spill
32,morning,morn
33,evening,even
34,I,I
35,beside,besid
36,looking,look
37,forward,forward
38,time,time
39,direction,direct
40,ever,ever
41,existed,exist
