,word,stem
0,urlLink,urllink
1,Preparing,prepar
2,The,the
3,Big,big
4,One,one
5,If,If
6,absolutely,absolut
7,nothing,noth
8,intercept,intercept
9,move,move
10,people,peopl
11,way,way
12,makes,make
13,sense,sens
14,incur,incur
15,social,social
16,costs,cost
17,whatever,whatev
18,panic,panic
19,overreaction,overreact
20,argued,argu
21,Geoffrey,geoffrey
22,Sommer,sommer
23,Rand,rand
24,Corporation,corpor
25,studying,studi
26,policymakers,policymak
27,react,react
28,prepare,prepar
29,Armageddon,armageddon
30,extinction,extinct
31,type,type
32,impact,impact
33,inevitable,inevit
34,ignorance,ignor
35,populous,popul
36,bliss,bliss
37,via,via
