,word,stem
0,Homework,homework
1,wait,wait
2,Tonight,tonight
3,urlLink,urllink
4,Sarah,sarah
5,Slean,slean
6,concert,concert
7,While,while
8,I,I
9,checking,check
10,concerts,concert
11,saw,saw
12,would,would
13,playing,play
14,The,the
15,Ark,ark
16,tonight,tonight
17,knew,knew
18,Jenn,jenn
19,fan,fan
20,decided,decid
21,go,go
22,heard,heard
23,couple,coupl
24,songs,song
25,quite,quit
26,ago,ago
27,figured,figur
28,good,good
29,anyway,anyway
30,damn,damn
31,glad,glad
32,went,went
33,Not,not
34,time,time
35,seeing,see
36,Beth,beth
37,half,half
38,bad,bad
39,inspiring,inspir
40,really,realli
41,idea,idea
42,expect,expect
43,When,when
44,gorgeous,gorgeou
45,redhead,redhead
46,though,though
47,fake,fake
48,think,think
49,took,took
50,stage,stage
51,vivacious,vivaci
52,humorous,humor
53,presence,presenc
54,going,go
55,She,she
56,command,command
57,piano,piano
58,ranging,rang
59,full,full
60,yet,yet
61,harsh,harsh
62,wailing,wail
63,soft,soft
64,melodic,melod
65,Her,her
66,voice,voic
67,takes,take
68,bit,bit
69,getting,get
70,used,use
71,power,power
72,wants,want
73,use,use
74,lyrics,lyric
75,obtuse,obtus
76,first,first
77,listener,listen
78,surely,sure
79,correct,correct
80,Interestingly,interestingli
81,enough,enough
82,guitarist,guitarist
83,actually,actual
84,talented,talent
85,person,person
86,He,He
87,played,play
88,four,four
89,different,differ
90,instruments,instrument
91,total,total
92,two,two
93,electrics,electr
94,one,one
95,acoustic,acoust
96,could,could
97,described,describ
98,electric,electr
99,tweleve,twelev
100,string,string
101,ukulele,ukulel
102,With,with
103,help,help
104,least,least
105,12,12
106,pedals,pedal
107,added,ad
108,depth,depth
109,music,music
110,left,left
111,naked,nake
112,without,without
113,All,all
114,pretty,pretti
115,kick,kick
116,ass,ass
117,show,show
118,bought,bought
119,newest,newest
120,CD,CD
121,quickly,quickli
122,sent,sent
123,MP3s,mp3
124,got,got
125,home,home
126,This,thi
127,definitely,definit
128,permanent,perman
129,rotation,rotat
