,word,stem
0,urlLink,urllink
1,More,more
2,CAS,ca
3,Chaos,chao
4,time,time
5,research,research
6,focuses,focus
7,consumers,consum
8,rather,rather
9,commercial,commerci
10,interests,interest
11,It,It
12,report,report
13,one,one
14,comment,comment
15,guesses,guess
16,far,far
17,people,peopl
18,go,go
19,boxes,box
20,suggests,suggest
21,even,even
22,higher,higher
23,prices,price
24,mentioned,mention
25,TV,TV
26,much,much
27,basic,basic
28,necessity,necess
29,families,famili
30,ignore,ignor
31,What,what
32,spare,spare
33,take,take
34,walk,walk
35,park,park
36,hit,hit
37,football,footbal
38,field,field
39,like,like
40,old,old
41,days,day
42,bloody,bloodi
43,likely,like
