,word,lemma
0,urlLink,urllink
1,UNM,unm
2,Quantum,quantum
3,2001,2001
4,Great,great
5,Place,place
6,Art,art
7,Homage,homag
8,Grandmother,grandmoth
9,Earth,earth
10,Youn,youn
11,Ja,Ja
12,Johnson,johnson
13,1994,1994
14,Located,locat
15,Yale,yale
16,Mall,mall
17,main,main
18,campus,campu
19,piece,piec
20,consists,consist
21,granite,granit
22,pillars,pillar
23,engraved,engrav
24,seed,seed
25,plant,plant
26,forms,form
27,surrounding,surround
28,gentle,gentl
29,pool,pool
30,water,water
31,The,the
32,part,part
33,cycle,cycl
34,similar,similar
35,works,work
36,created,creat
37,artist,artist
38,celebrate,celebr
39,bounty,bounti
40,goodness,good
41,earth,earth
42,distinguished,distinguish
43,United,unit
44,States,state
45,native,nativ
46,Korea,korea
47,resident,resid
48,Albuquerque,albuquerqu
49,graduate,graduat
50,earning,earn
51,undergraduate,undergradu
52,degrees,degre
53,She,she
54,generously,gener
55,donated,donat
56,University,univers
57,served,serv
58,instrumental,instrument
59,role,role
60,installation,instal
61,placement,placement
62,ever,ever
63,wander,wander
64,across,across
65,page,page
66,I,I
67,really,realli
68,appreciate,appreci
69,gift,gift
70,fountain,fountain
71,went,went
72,less,less
73,two,two
74,month,month
75,passed,pass
76,away,away
77,beautiful,beauti
78,brought,brought
79,healing,heal
80,peace,peac
81,renewed,renew
82,connection,connect
83,memory,memori
84,It,It
85,unexpected,unexpect
86,needed,need
87,thank,thank
88,sharing,share
89,talent,talent
90,compassion,compass
