,word,lemma
0,urlLink,urllink
1,UFOS,ufo
2,Getting,get
3,Back,back
4,Paranormal,paranorm
5,America,america
6,pretty,pretti
7,somber,somber
8,place,place
9,months,month
10,Sept,sept
11,11,11
12,Nothing,noth
13,seemed,seem
14,prove,prove
15,scarcity,scarciti
16,post,post
17,attack,attack
18,UFO,ufo
19,reports,report
20,paranormal,paranorm
21,tales,tale
22,nation,nation
23,media,media
24,Thats,that
25,right,right
26,If,If
27,report,report
28,alien,alien
29,abduction,abduct
30,press,press
31,terrorists,terrorist
32,win,win
