,word,stem
0,urlLink,urllink
1,Bin,bin
2,Laden,laden
3,surrounded,surround
4,The,the
5,timing,time
6,order,order
7,ultimately,ultim
8,depend,depend
9,President,presid
10,Bush,bush
11,paper,paper
12,says,say
13,Capturing,captur
14,bin,bin
15,certainly,certainli
16,huge,huge
17,help,help
18,gets,get
19,ready,readi
20,election,elect
21,via,via
22,boxed,box
23,US,US
24,soldiers,soldier
25,special,special
26,forces,forc
27,absolutely,absolut
28,confident,confid
29,escape,escap
30,waiting,wait
31,snatch,snatch
32,shadowy,shadowi
33,terrorist,terrorist
34,leader,leader
35,George,georg
36,report,report
37,It,It
38,even,even
39,bigger,bigger
40,bonus,bonu
41,getting,get
42,Saddam,saddam
