,frequency
ON,1
PURPOSE,1
In,3
times,1
of,6
fear,1
we,3
all,2
fall,1
back,1
on,3
what,3
think,1
know,2
to,11
be,1
our,2
strengths,1
when,3
weakness,1
makes,1
us,1
more,1
human,1
a,3
robot,1
vision,2
life,3
in,1
step,1
with,3
the,14
crowd,1
or,6
those,1
breaking,1
free,1
indecisions,1
are,3
abandoned,1
for,5
better,1
distractions,1
microwaveable,1
time,1
is,6
saved,1
by,1
not,4
wondering,1
purpose,3
planning,1
trips,1
yet,1
taken,1
and,3
everyone,2
has,2
answers,2
they,2
willing,1
share,1
The,1
meaning,1
waiting,1
you,8
at,1
convenience,1
store,1
up,1
street,1
from,1
man,2
see,1
everyday,1
who,1
may,1
even,2
your,1
name,1
brand,1
buy,1
refuse,1
speak,1
They,1
have,1
lot,1
do,2
that,2
w,1
hole,1
trying,1
so,1
hard,1
fill,1
So,1
Dance,1
another,2
s,1
beat,1
Sing,1
lyrics,1
didn,2
t,2
write,1
Stare,1
into,1
photo,1
take,1
Creativity,2
practical,1
anyway,1
should,1
question,1
anchor,1
elsewhere,1
conversation,1
going,1
under,1
surface,1
projecting,1
as,1
anger,1
disagreement,1
million,1
things,1
talked,1
about,1
because,1
there,1
one,1
thing,1
still,2
undiscussed,1
What,2
if,2
were,2
answer,1
center,1
Commitment,1
harder,1
make,1
ones,1
self,1
than,1
stubbornly,1
dream,1
refuses,1
let,1
go,1
alarm,1
clock,1
goes,1
off,1
nothing,1
