,frequency
HEATHEN,1
These,1
are,3
not,4
the,5
keys,1
I,9
wanted,3
to,10
press,1
65,1
days,1
in,1
This,4
is,6
Sunday,1
afterwards,1
spend,1
with,1
you,5
am,3
a,2
balloon,1
that,2
s,1
been,1
deflating,1
for,3
years,1
Nobody,1
said,1
anything,1
Isn,1
t,1
now,1
too,1
late,1
raise,1
my,2
hand,1
air,1
song,1
expected,1
be,1
playing,1
this,2
month,1
book,1
read,1
when,1
finally,1
let,2
go,1
What,2
makes,1
think,1
so,1
special,1
gives,1
right,2
judge,1
and,2
complain,1
television,1
series,1
all,1
myself,1
want,1
tell,1
friends,1
stop,1
where,2
they,1
me,1
get,1
down,1
on,1
paper,1
or,1
camera,1
tape,1
recorder,1
something,1
what,1
supposed,1
remember,1
Interesting,1
even,1
better,1
than,1
saved,1
