,frequency
Current,1
Phase,1
Last,3
Quarter,4
in,9
Capricorn,3
Monday,1
5,1
51,1
PM,1
PST,1
Saturn,1
4,1
until,1
Friday,1
Keywords,1
Crisis,1
Consciousness,1
Revise,1
Subconscious,1
fears,1
may,1
come,1
to,4
the,11
surface,1
Learn,1
keys,1
that,4
will,1
create,1
positive,1
shifts,1
your,1
relationships,1
March,1
s,2
Lunar,1
Journal,1
The,5
fruit,1
withers,1
on,1
vine,1
and,4
returns,1
ground,1
preparation,1
for,1
coming,1
new,2
cycle,1
phase,1
always,1
evokes,1
a,2
crisis,3
consciousness,1
It,1
conflict,1
between,1
what,2
has,2
gone,1
before,1
yet,1
be,1
which,1
inwardly,1
gets,1
way,1
of,2
First,1
demanded,1
you,3
take,1
action,1
outer,1
world,1
is,2
internal,1
demands,1
release,2
no,1
longer,1
useful,1
beliefs,1
or,1
thought,1
patterns,1
diminishing,1
light,1
challenges,1
plans,1
don,1
t,1
resonate,1
with,1
blueprint,1
are,1
creating,1
CapricornTraits,1
steady,1
reserved,1
patient,1
but,1
sometimes,1
stern,1
melancholy,1
Source,1
urlLink,1
Moonsurfing,1
