,frequency
urlLink,1
The,1
Lioness,1
and,2
the,9
Oryx,1
A,1
lioness,4
in,2
central,1
Kenya,1
has,1
baffled,1
wildlife,1
experts,1
by,2
adopting,1
a,3
baby,2
oryx,3
kind,1
of,2
small,1
antelope,1
normally,1
preyed,1
upon,1
big,1
cats,1
Reports,1
say,1
full,1
grown,1
came,1
across,1
two,1
weeks,1
ago,1
Samburu,1
Game,1
Reserve,1
scaring,1
off,1
its,1
mother,2
Instead,1
then,1
attacking,1
defenceless,1
calf,2
adopted,1
protecting,1
it,1
from,1
other,1
predators,1
including,1
leopard,1
Extraordinarily,1
still,1
allowed,1
occasionally,1
to,1
come,1
feed,1
her,2
before,1
chasing,1
away,1
