,frequency
POTENTIAL,2
PROBLEMS,1
overcrowding,1
too,2
many,1
cats,5
using,1
same,1
box,8
failure,3
to,12
change,4
littter,1
frequently,1
enough,1
some,1
won,1
t,3
use,3
a,5
dirty,1
provide,3
constant,2
access,2
litterbox,10
in,6
type,1
of,9
litter,8
used,4
location,4
unfamiliar,1
frightening,2
or,4
loud,1
objects,1
near,2
dishwasher,1
etc,1
food,3
and,4
water,2
close,1
objectionable,1
chemical,1
wash,1
disinfect,1
preference,3
your,3
cat,6
may,3
want,2
the,6
different,2
texture,2
doesn,1
like,1
feel,1
cover,2
learned,1
process,1
from,2
parents,1
is,2
instinctive,1
that,2
don,1
be,2
more,1
prone,1
problems,1
indicating,1
problem,1
SOLUTIONS,1
for,2
each,1
daily,1
go,1
back,2
previously,2
brand,1
discontinue,1
new,2
disinfectant,1
move,3
where,2
it,4
was,1
eliminate,2
noise,1
away,1
if,2
only,1
going,1
one,2
spot,1
put,1
at,2
exact,1
gradually,1
you,1
rate,1
foot,1
per,1
day,1
there,2
are,1
several,1
places,1
try,1
putting,1
dishes,1
those,1
areas,1
discourage,1
further,1
elimination,1
experiment,1
with,1
textures,1
prefer,1
sandy,1
covered,1
stand,1
but,1
outside,1
