,frequency
urlLink,1
Warning,1
nicotine,7
seriously,1
improves,1
health,1
Robin,1
McKie,1
science,1
editor,1
Sunday,1
July,1
18,1
2004,1
The,3
Observer,1
Nicotine,2
could,2
soon,1
be,2
rehabilitated,1
as,3
a,8
treatment,1
for,4
schizophrenia,1
Alzheimer,1
s,7
and,2
Parkinson,5
diseases,1
well,1
hyperactivity,1
disorders,2
Research,1
shows,1
that,7
the,18
chemical,2
has,4
addicted,1
millions,1
to,10
smoking,4
powerful,1
impact,1
on,3
brain,4
activity,1
in,7
patients,1
who,1
suffer,1
from,2
psychiatric,4
degenerative,1
Some,1
experiments,1
have,2
shown,1
can,2
slow,3
down,1
onset,1
of,18
symptoms,2
others,1
had,1
revealed,1
its,1
power,1
curtailing,1
hallucinations,1
schizophrenics,2
A,1
whole,1
range,2
conditions,2
seem,1
helped,1
by,3
said,3
Dr,2
Dan,1
McGehee,3
neurobiologist,1
at,1
University,2
Chicago,1
However,1
such,1
benefits,1
do,1
not,1
justify,1
lethal,1
effects,1
cigarettes,1
far,1
outweigh,1
any,1
help,2
they,1
provide,1
On,1
other,2
hand,1
our,1
research,1
does,1
suggest,1
derivatives,1
administered,1
medically,1
alleviate,1
problems,1
is,7
known,1
switch,1
receptors,1
surface,1
cells,5
certain,2
parts,1
causing,1
these,1
neurones,1
release,1
neuro,1
transmitter,1
dopamine,1
associated,1
with,2
feelings,1
pleasure,1
This,2
effect,2
leads,1
person,1
addiction,1
More,1
than,1
50,1
per,3
cent,3
people,2
suffering,1
clinical,1
depression,1
smoke,1
while,1
figure,1
rises,1
95,1
But,1
among,1
general,1
public,1
dropped,1
about,1
25,1
assumption,1
are,2
self,1
medicating,1
They,1
because,1
particularly,1
helpful,1
alleviating,1
their,1
condition,1
point,1
backed,1
Tony,1
George,1
Yale,1
Smoking,1
marker,1
psychopathology,1
he,1
states,1
current,1
issue,1
journal,1
Nature,1
Medicine,1
Similarly,1
it,2
been,1
found,1
sometimes,1
debilitating,1
disease,1
caused,1
destruction,1
types,2
Either,2
stimulates,1
compensate,1
loss,1
involved,1
or,1
somehow,1
providing,1
protection,1
remaining,1
healthy,1
way,1
noticeable,1
